Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
454400,+275,+1107290,-22300,+189284,0,0,0,0,0,999.0,999.0,1406729327.275000,2014/07/30,14:08:47,0.275000
454401,+279,+616116,-27468,+187894,0,0,0,0,0,999.0,999.0,1406729327.282680,2014/07/30,14:08:47,0.282680
454402,+273,+36299,-28627,+185632,0,0,0,0,0,999.0,999.0,1406729327.290360,2014/07/30,14:08:47,0.290360
454403,+276,-544930,-25479,+183925,0,0,0,0,0,999.0,999.0,1406729327.298040,2014/07/30,14:08:47,0.298040
454404,+281,-1042966,-18742,+181225,0,0,0,0,0,999.0,999.0,1406729327.305720,2014/07/30,14:08:47,0.305720
454405,+281,-1385041,-9390,+179480,0,0,0,0,0,999.0,999.0,1406729327.313400,2014/07/30,14:08:47,0.313400
454406,+278,-1522110,+1649,+178935,0,0,0,0,0,999.0,999.0,1406729327.321080,2014/07/30,14:08:47,0.321080
454407,+277,-1429972,+12149,+178935,0,0,0,0,0,999.0,999.0,1406729327.328760,2014/07/30,14:08:47,0.328760
454408,+279,-1125562,+20917,+180599,0,0,0,0,0,999.0,999.0,1406729327.336440,2014/07/30,14:08:47,0.336440
454409,+279,-652955,+26527,+183038,0,0,0,0,0,999.0,999.0,1406729327.344120,2014/07/30,14:08:47,0.344120
454410,+277,-81861,+28317,+185029,0,0,0,0,0,999.0,999.0,1406729327.351800,2014/07/30,14:08:47,0.351800
454411,+278,+505777,+25895,+187509,0,0,0,0,0,999.0,999.0,1406729327.359480,2014/07/30,14:08:47,0.359480
454412,+279,+1020138,+19627,+188773,0,0,0,0,0,999.0,999.0,1406729327.367160,2014/07/30,14:08:47,0.367160
454413,+279,+1387060,+10236,+189950,0,0,0,0,0,999.0,999.0,1406729327.374840,2014/07/30,14:08:47,0.374840
454414,+281,+1549463,-273,+190561,0,0,0,0,0,999.0,999.0,1406729327.382520,2014/07/30,14:08:47,0.382520
454415,+278,+1492176,-10857,+190147,0,0,0,0,0,999.0,999.0,1406729327.390200,2014/07/30,14:08:47,0.390200
454416,+275,+1217224,-20092,+189788,0,0,0,0,0,999.0,999.0,1406729327.397880,2014/07/30,14:08:47,0.397880
454417,+279,+763762,-26284,+188381,0,0,0,0,0,999.0,999.0,1406729327.405560,2014/07/30,14:08:47,0.405560
454418,+276,+200428,-28682,+186381,0,0,0,0,0,999.0,999.0,1406729327.413240,2014/07/30,14:08:47,0.413240
454419,+275,-389065,-26866,+184583,0,0,0,0,0,999.0,999.0,1406729327.420920,2014/07/30,14:08:47,0.420920
454420,+277,-918131,-20921,+181599,0,0,0,0,0,999.0,999.0,1406729327.428600,2014/07/30,14:08:47,0.428600
454421,+274,-1310032,-12155,+179933,0,0,0,0,0,999.0,999.0,1406729327.436280,2014/07/30,14:08:47,0.436280
454422,+276,-1506515,-1451,+178998,0,0,0,0,0,999.0,999.0,1406729327.443960,2014/07/30,14:08:47,0.443960
454423,+276,-1478273,+9358,+178754,0,0,0,0,0,999.0,999.0,1406729327.451640,2014/07/30,14:08:47,0.451640
454424,+276,-1228807,+18666,+180447,0,0,0,0,0,999.0,999.0,1406729327.459320,2014/07/30,14:08:47,0.459320
454425,+278,-796421,+25397,+182106,0,0,0,0,0,999.0,999.0,1406729327.467000,2014/07/30,14:08:47,0.467000
454426,+277,-245072,+28520,+184540,0,0,0,0,0,999.0,999.0,1406729327.474680,2014/07/30,14:08:47,0.474680
454427,+274,+347500,+26915,+186849,0,0,0,0,0,999.0,999.0,1406729327.482360,2014/07/30,14:08:47,0.482360
454428,+276,+889773,+21648,+188248,0,0,0,0,0,999.0,999.0,1406729327.490040,2014/07/30,14:08:47,0.490040
454429,+277,+1304428,+13118,+189961,0,0,0,0,0,999.0,999.0,1406729327.497720,2014/07/30,14:08:47,0.497720
454430,+274,+1527024,+2596,+190496,0,0,0,0,0,999.0,999.0,1406729327.505400,2014/07/30,14:08:47,0.505400
454431,+278,+1529868,-8065,+190346,0,0,0,0,0,999.0,999.0,1406729327.513080,2014/07/30,14:08:47,0.513080
454432,+276,+1313234,-17858,+190122,0,0,0,0,0,999.0,999.0,1406729327.520760,2014/07/30,14:08:47,0.520760
454433,+276,+902913,-24974,+188555,0,0,0,0,0,999.0,999.0,1406729327.528440,2014/07/30,14:08:47,0.528440
454434,+279,+363104,-28307,+186954,0,0,0,0,0,999.0,999.0,1406729327.536120,2014/07/30,14:08:47,0.536120
454435,+272,-229280,-27781,+185045,0,0,0,0,0,999.0,999.0,1406729327.543800,2014/07/30,14:08:47,0.543800
454436,+276,-782943,-23040,+182287,0,0,0,0,0,999.0,999.0,1406729327.551480,2014/07/30,14:08:47,0.551480
454437,+273,-1219317,-14534,+180638,0,0,0,0,0,999.0,999.0,1406729327.559160,2014/07/30,14:08:47,0.559160
454438,+278,-1474111,-4577,+179115,0,0,0,0,0,999.0,999.0,1406729327.566840,2014/07/30,14:08:47,0.566840
454439,+276,-1508984,+6468,+178708,0,0,0,0,0,999.0,999.0,1406729327.574520,2014/07/30,14:08:47,0.574520
454440,+275,-1317859,+16341,+179874,0,0,0,0,0,999.0,999.0,1406729327.582200,2014/07/30,14:08:47,0.582200
454441,+277,-930991,+23861,+181243,0,0,0,0,0,999.0,999.0,1406729327.589880,2014/07/30,14:08:47,0.589880
