Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
441600,+277,-1430099,+14865,+176256,0,0,0,0,0,999.0,999.0,1406729228.971000,2014/07/30,14:07:08,0.971000
441601,+277,-1172287,+23376,+178317,0,0,0,0,0,999.0,999.0,1406729228.978680,2014/07/30,14:07:08,0.978680
441602,+276,-780068,+29687,+180361,0,0,0,0,0,999.0,999.0,1406729228.986360,2014/07/30,14:07:08,0.986360
441603,+276,-297939,+32380,+183679,0,0,0,0,0,999.0,999.0,1406729228.994040,2014/07/30,14:07:08,0.994040
441604,+279,+221057,+31540,+186403,0,0,0,0,0,999.0,999.0,1406729229.001720,2014/07/30,14:07:09,0.001720
441605,+278,+716930,+26973,+188209,0,0,0,0,0,999.0,999.0,1406729229.009400,2014/07/30,14:07:09,0.009400
441606,+277,+1133896,+19516,+190290,0,0,0,0,0,999.0,999.0,1406729229.017080,2014/07/30,14:07:09,0.017080
441607,+276,+1423438,+10019,+191142,0,0,0,0,0,999.0,999.0,1406729229.024760,2014/07/30,14:07:09,0.024760
441608,+279,+1551770,-1044,+191409,0,0,0,0,0,999.0,999.0,1406729229.032440,2014/07/30,14:07:09,0.032440
441609,+276,+1512560,-11793,+191541,0,0,0,0,0,999.0,999.0,1406729229.040120,2014/07/30,14:07:09,0.040120
441610,+282,+1303594,-21477,+190275,0,0,0,0,0,999.0,999.0,1406729229.047800,2014/07/30,14:07:09,0.047800
441611,+277,+947597,-28607,+189396,0,0,0,0,0,999.0,999.0,1406729229.055480,2014/07/30,14:07:09,0.055480
441612,+280,+487251,-32301,+187374,0,0,0,0,0,999.0,999.0,1406729229.063160,2014/07/30,14:07:09,0.063160
441613,+277,-28025,-32568,+184804,0,0,0,0,0,999.0,999.0,1406729229.070840,2014/07/30,14:07:09,0.070840
441614,+279,-536104,-29049,+182130,0,0,0,0,0,999.0,999.0,1406729229.078520,2014/07/30,14:07:09,0.078520
441615,+275,-981372,-22296,+178905,0,0,0,0,0,999.0,999.0,1406729229.086200,2014/07/30,14:07:09,0.086200
441616,+280,-1314311,-13376,+176992,0,0,0,0,0,999.0,999.0,1406729229.093880,2014/07/30,14:07:09,0.093880
441617,+279,-1497300,-2681,+175846,0,0,0,0,0,999.0,999.0,1406729229.101560,2014/07/30,14:07:09,0.101560
441618,+277,-1508291,+8602,+175533,0,0,0,0,0,999.0,999.0,1406729229.109240,2014/07/30,14:07:09,0.109240
441619,+276,-1345418,+18271,+177172,0,0,0,0,0,999.0,999.0,1406729229.116920,2014/07/30,14:07:09,0.116920
441620,+279,-1029652,+26498,+178923,0,0,0,0,0,999.0,999.0,1406729229.124600,2014/07/30,14:07:09,0.124600
441621,+280,-595984,+31042,+181672,0,0,0,0,0,999.0,999.0,1406729229.132280,2014/07/30,14:07:09,0.132280
441622,+278,-92176,+32412,+184928,0,0,0,0,0,999.0,999.0,1406729229.139960,2014/07/30,14:07:09,0.139960
441623,+278,+425300,+30243,+186942,0,0,0,0,0,999.0,999.0,1406729229.147640,2014/07/30,14:07:09,0.147640
441624,+278,+895180,+24101,+189199,0,0,0,0,0,999.0,999.0,1406729229.155320,2014/07/30,14:07:09,0.155320
441625,+278,+1266963,+15952,+190607,0,0,0,0,0,999.0,999.0,1406729229.163000,2014/07/30,14:07:09,0.163000
441626,+280,+1495569,+5774,+191306,0,0,0,0,0,999.0,999.0,1406729229.170680,2014/07/30,14:07:09,0.170680
441627,+284,+1555987,-5576,+191711,0,0,0,0,0,999.0,999.0,1406729229.178360,2014/07/30,14:07:09,0.178360
441628,+278,+1448504,-15870,+191032,0,0,0,0,0,999.0,999.0,1406729229.186040,2014/07/30,14:07:09,0.186040
441629,+276,+1177674,-24441,+190068,0,0,0,0,0,999.0,999.0,1406729229.193720,2014/07/30,14:07:09,0.193720
441630,+275,+773689,-30574,+188575,0,0,0,0,0,999.0,999.0,1406729229.201400,2014/07/30,14:07:09,0.201400
441631,+279,+285178,-32669,+186151,0,0,0,0,0,999.0,999.0,1406729229.209080,2014/07/30,14:07:09,0.209080
441632,+280,-234843,-31837,+184078,0,0,0,0,0,999.0,999.0,1406729229.216760,2014/07/30,14:07:09,0.216760
441633,+278,-724179,-26723,+180669,0,0,0,0,0,999.0,999.0,1406729229.224440,2014/07/30,14:07:09,0.224440
441634,+277,-1130374,-18760,+178088,0,0,0,0,0,999.0,999.0,1406729229.232120,2014/07/30,14:07:09,0.232120
441635,+277,-1406291,-9030,+176555,0,0,0,0,0,999.0,999.0,1406729229.239800,2014/07/30,14:07:09,0.239800
441636,+276,-1523358,+2032,+175233,0,0,0,0,0,999.0,999.0,1406729229.247480,2014/07/30,14:07:09,0.247480
441637,+280,-1463203,+12631,+176159,0,0,0,0,0,999.0,999.0,1406729229.255160,2014/07/30,14:07:09,0.255160
441638,+275,-1236659,+21818,+177665,0,0,0,0,0,999.0,999.0,1406729229.262840,2014/07/30,14:07:09,0.262840
441639,+280,-868236,+28666,+179924,0,0,0,0,0,999.0,999.0,1406729229.270520,2014/07/30,14:07:09,0.270520
441640,+274,-400068,+32139,+183298,0,0,0,0,0,999.0,999.0,1406729229.278200,2014/07/30,14:07:09,0.278200
441641,+278,+115751,+32145,+185620,0,0,0,0,0,999.0,999.0,1406729229.285880,2014/07/30,14:07:09,0.285880
441642,+276,+621281,+28507,+187957,0,0,0,0,0,999.0,999.0,1406729229.293560,2014/07/30,14:07:09,0.293560
441643,+280,+1058209,+21203,+189772,0,0,0,0,0,999.0,999.0,1406729229.301240,2014/07/30,14:07:09,0.301240
441644,+277,+1377014,+11939,+190855,0,0,0,0,0,999.0,999.0,1406729229.308920,2014/07/30,14:07:09,0.308920
