Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
300800,+275,+150568,+58104,-172192,0,0,0,0,0,999.0,999.0,1406728147.627000,2014/07/30,13:49:07,0.627000
300801,+278,+102753,+64048,-168144,0,0,0,0,0,999.0,999.0,1406728147.634680,2014/07/30,13:49:07,0.634680
300802,+277,+54953,+70475,-164293,0,0,0,0,0,999.0,999.0,1406728147.642360,2014/07/30,13:49:07,0.642360
300803,+276,+4055,+76082,-158722,0,0,0,0,0,999.0,999.0,1406728147.650040,2014/07/30,13:49:07,0.650040
300804,+279,-42350,+81892,-149456,0,0,0,0,0,999.0,999.0,1406728147.657720,2014/07/30,13:49:07,0.657720
300805,+281,-88394,+87867,-140660,0,0,0,0,0,999.0,999.0,1406728147.665400,2014/07/30,13:49:07,0.665400
300806,+277,-136359,+93296,-133162,0,0,0,0,0,999.0,999.0,1406728147.673080,2014/07/30,13:49:07,0.673080
300807,+280,-182427,+98617,-127139,0,0,0,0,0,999.0,999.0,1406728147.680760,2014/07/30,13:49:07,0.680760
300808,+276,-228856,+104147,-121211,0,0,0,0,0,999.0,999.0,1406728147.688440,2014/07/30,13:49:07,0.688440
300809,+274,-276311,+109048,-113535,0,0,0,0,0,999.0,999.0,1406728147.696120,2014/07/30,13:49:07,0.696120
300810,+278,-321415,+114267,-102758,0,0,0,0,0,999.0,999.0,1406728147.703800,2014/07/30,13:49:07,0.703800
300811,+275,-367852,+118859,-87928,0,0,0,0,0,999.0,999.0,1406728147.711480,2014/07/30,13:49:07,0.711480
300812,+277,-411862,+123425,-77371,0,0,0,0,0,999.0,999.0,1406728147.719160,2014/07/30,13:49:07,0.719160
300813,+276,-456874,+128121,-70484,0,0,0,0,0,999.0,999.0,1406728147.726840,2014/07/30,13:49:07,0.726840
300814,+279,-500388,+132176,-59003,0,0,0,0,0,999.0,999.0,1406728147.734520,2014/07/30,13:49:07,0.734520
300815,+282,-543246,+136362,-43253,0,0,0,0,0,999.0,999.0,1406728147.742200,2014/07/30,13:49:07,0.742200
300816,+281,-586183,+140306,-31892,0,0,0,0,0,999.0,999.0,1406728147.749880,2014/07/30,13:49:07,0.749880
300817,+274,-626779,+143984,-22002,0,0,0,0,0,999.0,999.0,1406728147.757560,2014/07/30,13:49:07,0.757560
300818,+276,-665552,+147478,-11341,0,0,0,0,0,999.0,999.0,1406728147.765240,2014/07/30,13:49:07,0.765240
300819,+278,-704641,+150468,+4897,0,0,0,0,0,999.0,999.0,1406728147.772920,2014/07/30,13:49:07,0.772920
300820,+279,-743117,+153634,+19007,0,0,0,0,0,999.0,999.0,1406728147.780600,2014/07/30,13:49:07,0.780600
300821,+279,-779891,+156478,+29625,0,0,0,0,0,999.0,999.0,1406728147.788280,2014/07/30,13:49:07,0.788280
300822,+277,-815456,+158884,+42660,0,0,0,0,0,999.0,999.0,1406728147.795960,2014/07/30,13:49:07,0.795960
300823,+280,-849689,+161386,+55613,0,0,0,0,0,999.0,999.0,1406728147.803640,2014/07/30,13:49:07,0.803640
300824,+277,-882883,+163527,+70760,0,0,0,0,0,999.0,999.0,1406728147.811320,2014/07/30,13:49:07,0.811320
300825,+277,-917499,+165361,+84507,0,0,0,0,0,999.0,999.0,1406728147.819000,2014/07/30,13:49:07,0.819000
300826,+281,-946634,+167182,+96033,0,0,0,0,0,999.0,999.0,1406728147.826680,2014/07/30,13:49:07,0.826680
300827,+279,-976232,+168245,+109237,0,0,0,0,0,999.0,999.0,1406728147.834360,2014/07/30,13:49:07,0.834360
300828,+278,-1000742,+169777,+126524,0,0,0,0,0,999.0,999.0,1406728147.842040,2014/07/30,13:49:07,0.842040
300829,+277,-1028319,+170570,+138228,0,0,0,0,0,999.0,999.0,1406728147.849720,2014/07/30,13:49:07,0.849720
300830,+277,-1053033,+170993,+149299,0,0,0,0,0,999.0,999.0,1406728147.857400,2014/07/30,13:49:07,0.857400
300831,+281,-1076114,+171812,+162031,0,0,0,0,0,999.0,999.0,1406728147.865080,2014/07/30,13:49:07,0.865080
300832,+278,-1096560,+171736,+180217,0,0,0,0,0,999.0,999.0,1406728147.872760,2014/07/30,13:49:07,0.872760
300833,+280,-1115769,+171730,+193581,0,0,0,0,0,999.0,999.0,1406728147.880440,2014/07/30,13:49:07,0.880440
