Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
403200,+278,-820991,-40423,+160876,0,0,0,0,0,999.0,999.0,1406728934.059000,2014/07/30,14:02:14,0.059000
403201,+276,-1054128,-31836,+157419,0,0,0,0,0,999.0,999.0,1406728934.066680,2014/07/30,14:02:14,0.066680
403202,+275,-1248329,-21843,+155102,0,0,0,0,0,999.0,999.0,1406728934.074360,2014/07/30,14:02:14,0.074360
403203,+273,-1394630,-10864,+154022,0,0,0,0,0,999.0,999.0,1406728934.082040,2014/07/30,14:02:14,0.082040
403204,+275,-1489577,+410,+153099,0,0,0,0,0,999.0,999.0,1406728934.089720,2014/07/30,14:02:14,0.089720
403205,+281,-1528349,+11538,+153497,0,0,0,0,0,999.0,999.0,1406728934.097400,2014/07/30,14:02:14,0.097400
403206,+275,-1509310,+22428,+154480,0,0,0,0,0,999.0,999.0,1406728934.105080,2014/07/30,14:02:14,0.105080
403207,+278,-1431559,+32354,+155980,0,0,0,0,0,999.0,999.0,1406728934.112760,2014/07/30,14:02:14,0.112760
403208,+279,-1301761,+41387,+159028,0,0,0,0,0,999.0,999.0,1406728934.120440,2014/07/30,14:02:14,0.120440
403209,+277,-1123342,+48466,+162603,0,0,0,0,0,999.0,999.0,1406728934.128120,2014/07/30,14:02:14,0.128120
403210,+276,-901337,+54001,+168346,0,0,0,0,0,999.0,999.0,1406728934.135800,2014/07/30,14:02:14,0.135800
403211,+277,-646553,+57829,+174674,0,0,0,0,0,999.0,999.0,1406728934.143480,2014/07/30,14:02:14,0.143480
403212,+276,-366245,+58754,+180485,0,0,0,0,0,999.0,999.0,1406728934.151160,2014/07/30,14:02:14,0.151160
403213,+276,-72605,+57905,+186282,0,0,0,0,0,999.0,999.0,1406728934.158840,2014/07/30,14:02:14,0.158840
403214,+276,+227106,+54741,+189878,0,0,0,0,0,999.0,999.0,1406728934.166520,2014/07/30,14:02:14,0.166520
403215,+279,+517481,+49926,+193419,0,0,0,0,0,999.0,999.0,1406728934.174200,2014/07/30,14:02:14,0.174200
403216,+276,+788300,+42719,+196799,0,0,0,0,0,999.0,999.0,1406728934.181880,2014/07/30,14:02:14,0.181880
403217,+279,+1032169,+34179,+199275,0,0,0,0,0,999.0,999.0,1406728934.189560,2014/07/30,14:02:14,0.189560
403218,+277,+1237686,+24449,+202254,0,0,0,0,0,999.0,999.0,1406728934.197240,2014/07/30,14:02:14,0.197240
403219,+276,+1397145,+13696,+204321,0,0,0,0,0,999.0,999.0,1406728934.204920,2014/07/30,14:02:14,0.204920
403220,+278,+1504840,+2312,+205066,0,0,0,0,0,999.0,999.0,1406728934.212600,2014/07/30,14:02:14,0.212600
403221,+275,+1555860,-9135,+205523,0,0,0,0,0,999.0,999.0,1406728934.220280,2014/07/30,14:02:14,0.220280
403222,+280,+1553124,-19856,+204154,0,0,0,0,0,999.0,999.0,1406728934.227960,2014/07/30,14:02:14,0.227960
403223,+273,+1495083,-30269,+202294,0,0,0,0,0,999.0,999.0,1406728934.235640,2014/07/30,14:02:14,0.235640
403224,+275,+1380820,-39429,+199798,0,0,0,0,0,999.0,999.0,1406728934.243320,2014/07/30,14:02:14,0.243320
403225,+276,+1215582,-47317,+196510,0,0,0,0,0,999.0,999.0,1406728934.251000,2014/07/30,14:02:14,0.251000
