Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
185600,+280,-904267,+14309,+400388,0,0,0,0,0,999.0,999.0,1406727262.891000,2014/07/30,13:34:22,0.891000
185601,+278,-912054,+14351,+401384,0,0,0,0,0,999.0,999.0,1406727262.898680,2014/07/30,13:34:22,0.898680
185602,+280,-914465,+14025,+402202,0,0,0,0,0,999.0,999.0,1406727262.906360,2014/07/30,13:34:22,0.906360
185603,+277,-917997,+14491,+403808,0,0,0,0,0,999.0,999.0,1406727262.914040,2014/07/30,13:34:22,0.914040
185604,+280,-920876,+14097,+404635,0,0,0,0,0,999.0,999.0,1406727262.921720,2014/07/30,13:34:22,0.921720
185605,+280,-923883,+14010,+405635,0,0,0,0,0,999.0,999.0,1406727262.929400,2014/07/30,13:34:22,0.929400
185606,+281,-928823,+14110,+406746,0,0,0,0,0,999.0,999.0,1406727262.937080,2014/07/30,13:34:22,0.937080
185607,+277,-931663,+13897,+407549,0,0,0,0,0,999.0,999.0,1406727262.944760,2014/07/30,13:34:22,0.944760
185608,+277,-935034,+14126,+408960,0,0,0,0,0,999.0,999.0,1406727262.952440,2014/07/30,13:34:22,0.952440
185609,+277,-938537,+13968,+409970,0,0,0,0,0,999.0,999.0,1406727262.960120,2014/07/30,13:34:22,0.960120
185610,+280,-941829,+13851,+410979,0,0,0,0,0,999.0,999.0,1406727262.967800,2014/07/30,13:34:22,0.967800
185611,+277,-947906,+14081,+412315,0,0,0,0,0,999.0,999.0,1406727262.975480,2014/07/30,13:34:22,0.975480
185612,+276,-950155,+13776,+413024,0,0,0,0,0,999.0,999.0,1406727262.983160,2014/07/30,13:34:22,0.983160
185613,+278,-952923,+13504,+414269,0,0,0,0,0,999.0,999.0,1406727262.990840,2014/07/30,13:34:22,0.990840
185614,+279,-956410,+13999,+415375,0,0,0,0,0,999.0,999.0,1406727262.998520,2014/07/30,13:34:22,0.998520
185615,+276,-960354,+13632,+416158,0,0,0,0,0,999.0,999.0,1406727263.006200,2014/07/30,13:34:23,0.006200
185616,+279,-964924,+13666,+417557,0,0,0,0,0,999.0,999.0,1406727263.013880,2014/07/30,13:34:23,0.013880
185617,+276,-968101,+13559,+418235,0,0,0,0,0,999.0,999.0,1406727263.021560,2014/07/30,13:34:23,0.021560
185618,+274,-970925,+13357,+419436,0,0,0,0,0,999.0,999.0,1406727263.029240,2014/07/30,13:34:23,0.029240
185619,+277,-975777,+13783,+421090,0,0,0,0,0,999.0,999.0,1406727263.036920,2014/07/30,13:34:23,0.036920
185620,+277,-979845,+13239,+421726,0,0,0,0,0,999.0,999.0,1406727263.044600,2014/07/30,13:34:23,0.044600
185621,+278,-984183,+13224,+422848,0,0,0,0,0,999.0,999.0,1406727263.052280,2014/07/30,13:34:23,0.052280
185622,+277,-987355,+13181,+423633,0,0,0,0,0,999.0,999.0,1406727263.059960,2014/07/30,13:34:23,0.059960
185623,+278,-987381,+12862,+424319,0,0,0,0,0,999.0,999.0,1406727263.067640,2014/07/30,13:34:23,0.067640
185624,+276,-989842,+13090,+425196,0,0,0,0,0,999.0,999.0,1406727263.075320,2014/07/30,13:34:23,0.075320
185625,+275,-993160,+12819,+425614,0,0,0,0,0,999.0,999.0,1406727263.083000,2014/07/30,13:34:23,0.083000
185626,+275,-996281,+12888,+426486,0,0,0,0,0,999.0,999.0,1406727263.090680,2014/07/30,13:34:23,0.090680
185627,+282,-999086,+13018,+427157,0,0,0,0,0,999.0,999.0,1406727263.098360,2014/07/30,13:34:23,0.098360
185628,+276,-1005048,+12524,+427680,0,0,0,0,0,999.0,999.0,1406727263.106040,2014/07/30,13:34:23,0.106040
185629,+278,-1007432,+12568,+428756,0,0,0,0,0,999.0,999.0,1406727263.113720,2014/07/30,13:34:23,0.113720
185630,+277,-1010682,+12570,+428774,0,0,0,0,0,999.0,999.0,1406727263.121400,2014/07/30,13:34:23,0.121400
185631,+279,-1014501,+12055,+429427,0,0,0,0,0,999.0,999.0,1406727263.129080,2014/07/30,13:34:23,0.129080
185632,+279,-1018456,+12368,+429776,0,0,0,0,0,999.0,999.0,1406727263.136760,2014/07/30,13:34:23,0.136760
185633,+274,-1023943,+12247,+430163,0,0,0,0,0,999.0,999.0,1406727263.144440,2014/07/30,13:34:23,0.144440
