Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
262400,+277,+1244186,-59397,-107581,0,0,0,0,0,999.0,999.0,1406727852.715000,2014/07/30,13:44:12,0.715000
262401,+276,+1245212,-57105,-113377,0,0,0,0,0,999.0,999.0,1406727852.722680,2014/07/30,13:44:12,0.722680
262402,+282,+1245223,-55039,-117101,0,0,0,0,0,999.0,999.0,1406727852.730360,2014/07/30,13:44:12,0.730360
262403,+277,+1245259,-52708,-120461,0,0,0,0,0,999.0,999.0,1406727852.738040,2014/07/30,13:44:12,0.738040
262404,+277,+1245227,-50586,-124528,0,0,0,0,0,999.0,999.0,1406727852.745720,2014/07/30,13:44:12,0.745720
262405,+276,+1245249,-48241,-126894,0,0,0,0,0,999.0,999.0,1406727852.753400,2014/07/30,13:44:12,0.753400
262406,+278,+1245261,-46037,-130107,0,0,0,0,0,999.0,999.0,1406727852.761080,2014/07/30,13:44:12,0.761080
262407,+279,+1245140,-43725,-132976,0,0,0,0,0,999.0,999.0,1406727852.768760,2014/07/30,13:44:12,0.768760
262408,+275,+1242708,-41529,-135780,0,0,0,0,0,999.0,999.0,1406727852.776440,2014/07/30,13:44:12,0.776440
262409,+277,+1239286,-39187,-139718,0,0,0,0,0,999.0,999.0,1406727852.784120,2014/07/30,13:44:12,0.784120
262410,+279,+1236441,-36934,-143201,0,0,0,0,0,999.0,999.0,1406727852.791800,2014/07/30,13:44:12,0.791800
262411,+277,+1232114,-34509,-147555,0,0,0,0,0,999.0,999.0,1406727852.799480,2014/07/30,13:44:12,0.799480
262412,+274,+1226484,-32085,-152152,0,0,0,0,0,999.0,999.0,1406727852.807160,2014/07/30,13:44:12,0.807160
262413,+277,+1220796,-29887,-155537,0,0,0,0,0,999.0,999.0,1406727852.814840,2014/07/30,13:44:12,0.814840
262414,+274,+1212292,-27448,-159216,0,0,0,0,0,999.0,999.0,1406727852.822520,2014/07/30,13:44:12,0.822520
262415,+280,+1206017,-25314,-161297,0,0,0,0,0,999.0,999.0,1406727852.830200,2014/07/30,13:44:12,0.830200
262416,+279,+1197509,-22675,-162857,0,0,0,0,0,999.0,999.0,1406727852.837880,2014/07/30,13:44:12,0.837880
262417,+279,+1188087,-20465,-164733,0,0,0,0,0,999.0,999.0,1406727852.845560,2014/07/30,13:44:12,0.845560
262418,+282,+1178557,-17984,-165535,0,0,0,0,0,999.0,999.0,1406727852.853240,2014/07/30,13:44:12,0.853240
262419,+275,+1168783,-15631,-166825,0,0,0,0,0,999.0,999.0,1406727852.860920,2014/07/30,13:44:12,0.860920
262420,+281,+1158253,-13222,-167751,0,0,0,0,0,999.0,999.0,1406727852.868600,2014/07/30,13:44:12,0.868600
262421,+277,+1146108,-10632,-168218,0,0,0,0,0,999.0,999.0,1406727852.876280,2014/07/30,13:44:12,0.876280
262422,+279,+1133744,-8528,-169239,0,0,0,0,0,999.0,999.0,1406727852.883960,2014/07/30,13:44:12,0.883960
262423,+280,+1121714,-5959,-169325,0,0,0,0,0,999.0,999.0,1406727852.891640,2014/07/30,13:44:12,0.891640
262424,+279,+1107189,-3722,-169721,0,0,0,0,0,999.0,999.0,1406727852.899320,2014/07/30,13:44:12,0.899320
262425,+279,+1091330,-1160,-170223,0,0,0,0,0,999.0,999.0,1406727852.907000,2014/07/30,13:44:12,0.907000
262426,+278,+1078711,+969,-169868,0,0,0,0,0,999.0,999.0,1406727852.914680,2014/07/30,13:44:12,0.914680
262427,+277,+1063768,+3494,-170342,0,0,0,0,0,999.0,999.0,1406727852.922360,2014/07/30,13:44:12,0.922360
262428,+280,+1046991,+5794,-169577,0,0,0,0,0,999.0,999.0,1406727852.930040,2014/07/30,13:44:12,0.930040
262429,+275,+1029040,+8309,-169201,0,0,0,0,0,999.0,999.0,1406727852.937720,2014/07/30,13:44:12,0.937720
262430,+280,+1013964,+10616,-168939,0,0,0,0,0,999.0,999.0,1406727852.945400,2014/07/30,13:44:12,0.945400
262431,+280,+996265,+12824,-167792,0,0,0,0,0,999.0,999.0,1406727852.953080,2014/07/30,13:44:12,0.953080
262432,+279,+977252,+15261,-167322,0,0,0,0,0,999.0,999.0,1406727852.960760,2014/07/30,13:44:12,0.960760
262433,+279,+958286,+17412,-166504,0,0,0,0,0,999.0,999.0,1406727852.968440,2014/07/30,13:44:12,0.968440
262434,+281,+935789,+19954,-165219,0,0,0,0,0,999.0,999.0,1406727852.976120,2014/07/30,13:44:12,0.976120
262435,+279,+916679,+21989,-164283,0,0,0,0,0,999.0,999.0,1406727852.983800,2014/07/30,13:44:12,0.983800
262436,+282,+897809,+24291,-162271,0,0,0,0,0,999.0,999.0,1406727852.991480,2014/07/30,13:44:12,0.991480
262437,+276,+875408,+26444,-160407,0,0,0,0,0,999.0,999.0,1406727852.999160,2014/07/30,13:44:12,0.999160
262438,+279,+854059,+28791,-158220,0,0,0,0,0,999.0,999.0,1406727853.006840,2014/07/30,13:44:13,0.006840
262439,+277,+833130,+30969,-154402,0,0,0,0,0,999.0,999.0,1406727853.014520,2014/07/30,13:44:13,0.014520
262440,+276,+809105,+33094,-151151,0,0,0,0,0,999.0,999.0,1406727853.022200,2014/07/30,13:44:13,0.022200
262441,+279,+784952,+35230,-146618,0,0,0,0,0,999.0,999.0,1406727853.029880,2014/07/30,13:44:13,0.029880
262442,+279,+762885,+37207,-142337,0,0,0,0,0,999.0,999.0,1406727853.037560,2014/07/30,13:44:13,0.037560
262443,+278,+738566,+39426,-138948,0,0,0,0,0,999.0,999.0,1406727853.045240,2014/07/30,13:44:13,0.045240
262444,+282,+713608,+41411,-135115,0,0,0,0,0,999.0,999.0,1406727853.052920,2014/07/30,13:44:13,0.052920
262445,+280,+689533,+43545,-132613,0,0,0,0,0,999.0,999.0,1406727853.060600,2014/07/30,13:44:13,0.060600
262446,+277,+662988,+45600,-129952,0,0,0,0,0,999.0,999.0,1406727853.068280,2014/07/30,13:44:13,0.068280
262447,+277,+636249,+47698,-126849,0,0,0,0,0,999.0,999.0,1406727853.075960,2014/07/30,13:44:13,0.075960
262448,+276,+611155,+49441,-124520,0,0,0,0,0,999.0,999.0,1406727853.083640,2014/07/30,13:44:13,0.083640
262449,+277,+586755,+51502,-120552,0,0,0,0,0,999.0,999.0,1406727853.091320,2014/07/30,13:44:13,0.091320
262450,+276,+558948,+53363,-117264,0,0,0,0,0,999.0,999.0,1406727853.099000,2014/07/30,13:44:13,0.099000
262451,+276,+533483,+55204,-113713,0,0,0,0,0,999.0,999.0,1406727853.106680,2014/07/30,13:44:13,0.106680
262452,+275,+506437,+57049,-108597,0,0,0,0,0,999.0,999.0,1406727853.114360,2014/07/30,13:44:13,0.114360
262453,+277,+477670,+58732,-102063,0,0,0,0,0,999.0,999.0,1406727853.122040,2014/07/30,13:44:13,0.122040
262454,+278,+451097,+60699,-94070,0,0,0,0,0,999.0,999.0,1406727853.129720,2014/07/30,13:44:13,0.129720
262455,+277,+423709,+62464,-85711,0,0,0,0,0,999.0,999.0,1406727853.137400,2014/07/30,13:44:13,0.137400
262456,+280,+395230,+64163,-80632,0,0,0,0,0,999.0,999.0,1406727853.145080,2014/07/30,13:44:13,0.145080
262457,+276,+365113,+65663,-76242,0,0,0,0,0,999.0,999.0,1406727853.152760,2014/07/30,13:44:13,0.152760
