Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
352000,+278,-1120086,+83676,+129979,0,0,0,0,0,999.0,999.0,1406728540.843000,2014/07/30,13:55:40,0.843000
352001,+274,-1068854,+88865,+135786,0,0,0,0,0,999.0,999.0,1406728540.850680,2014/07/30,13:55:40,0.850680
352002,+278,-1007358,+93881,+140662,0,0,0,0,0,999.0,999.0,1406728540.858360,2014/07/30,13:55:40,0.858360
352003,+278,-937865,+97441,+147059,0,0,0,0,0,999.0,999.0,1406728540.866040,2014/07/30,13:55:40,0.866040
352004,+278,-856614,+100261,+153048,0,0,0,0,0,999.0,999.0,1406728540.873720,2014/07/30,13:55:40,0.873720
352005,+275,-768731,+102298,+161059,0,0,0,0,0,999.0,999.0,1406728540.881400,2014/07/30,13:55:40,0.881400
352006,+281,-673457,+103196,+172673,0,0,0,0,0,999.0,999.0,1406728540.889080,2014/07/30,13:55:40,0.889080
352007,+279,-573316,+103222,+182982,0,0,0,0,0,999.0,999.0,1406728540.896760,2014/07/30,13:55:40,0.896760
352008,+276,-465175,+102250,+191007,0,0,0,0,0,999.0,999.0,1406728540.904440,2014/07/30,13:55:40,0.904440
352009,+277,-353737,+100359,+197462,0,0,0,0,0,999.0,999.0,1406728540.912120,2014/07/30,13:55:40,0.912120
352010,+278,-238632,+97430,+205790,0,0,0,0,0,999.0,999.0,1406728540.919800,2014/07/30,13:55:40,0.919800
352011,+277,-121908,+93950,+216857,0,0,0,0,0,999.0,999.0,1406728540.927480,2014/07/30,13:55:40,0.927480
352012,+280,-3935,+89003,+227111,0,0,0,0,0,999.0,999.0,1406728540.935160,2014/07/30,13:55:40,0.935160
352013,+280,+117015,+83858,+235908,0,0,0,0,0,999.0,999.0,1406728540.942840,2014/07/30,13:55:40,0.942840
352014,+279,+235368,+77517,+241156,0,0,0,0,0,999.0,999.0,1406728540.950520,2014/07/30,13:55:40,0.950520
352015,+277,+351053,+70232,+245341,0,0,0,0,0,999.0,999.0,1406728540.958200,2014/07/30,13:55:40,0.958200
352016,+277,+464872,+62706,+250850,0,0,0,0,0,999.0,999.0,1406728540.965880,2014/07/30,13:55:40,0.965880
352017,+278,+572966,+54348,+256100,0,0,0,0,0,999.0,999.0,1406728540.973560,2014/07/30,13:55:40,0.973560
352018,+275,+675625,+45610,+260909,0,0,0,0,0,999.0,999.0,1406728540.981240,2014/07/30,13:55:40,0.981240
352019,+282,+774093,+36549,+265329,0,0,0,0,0,999.0,999.0,1406728540.988920,2014/07/30,13:55:40,0.988920
352020,+273,+865186,+26713,+269134,0,0,0,0,0,999.0,999.0,1406728540.996600,2014/07/30,13:55:40,0.996600
352021,+277,+947158,+16924,+272246,0,0,0,0,0,999.0,999.0,1406728541.004280,2014/07/30,13:55:41,0.004280
352022,+278,+1021809,+7107,+273619,0,0,0,0,0,999.0,999.0,1406728541.011960,2014/07/30,13:55:41,0.011960
352023,+280,+1085362,-3433,+274154,0,0,0,0,0,999.0,999.0,1406728541.019640,2014/07/30,13:55:41,0.019640
352024,+278,+1140194,-13130,+273736,0,0,0,0,0,999.0,999.0,1406728541.027320,2014/07/30,13:55:41,0.027320
352025,+276,+1183380,-23168,+271703,0,0,0,0,0,999.0,999.0,1406728541.035000,2014/07/30,13:55:41,0.035000
352026,+279,+1216603,-32909,+269501,0,0,0,0,0,999.0,999.0,1406728541.042680,2014/07/30,13:55:41,0.042680
352027,+277,+1237897,-42078,+265367,0,0,0,0,0,999.0,999.0,1406728541.050360,2014/07/30,13:55:41,0.050360
352028,+277,+1245421,-51162,+260841,0,0,0,0,0,999.0,999.0,1406728541.058040,2014/07/30,13:55:41,0.058040
352029,+283,+1245235,-59461,+256625,0,0,0,0,0,999.0,999.0,1406728541.065720,2014/07/30,13:55:41,0.065720
352030,+276,+1236451,-67585,+250562,0,0,0,0,0,999.0,999.0,1406728541.073400,2014/07/30,13:55:41,0.073400
352031,+276,+1213850,-74935,+245510,0,0,0,0,0,999.0,999.0,1406728541.081080,2014/07/30,13:55:41,0.081080
352032,+276,+1179606,-81485,+241269,0,0,0,0,0,999.0,999.0,1406728541.088760,2014/07/30,13:55:41,0.088760
352033,+277,+1135226,-87218,+235693,0,0,0,0,0,999.0,999.0,1406728541.096440,2014/07/30,13:55:41,0.096440
352034,+277,+1079622,-92227,+227928,0,0,0,0,0,999.0,999.0,1406728541.104120,2014/07/30,13:55:41,0.104120
352035,+277,+1014925,-96482,+216971,0,0,0,0,0,999.0,999.0,1406728541.111800,2014/07/30,13:55:41,0.111800
352036,+275,+939320,-99654,+205887,0,0,0,0,0,999.0,999.0,1406728541.119480,2014/07/30,13:55:41,0.119480
352037,+278,+856673,-102016,+197808,0,0,0,0,0,999.0,999.0,1406728541.127160,2014/07/30,13:55:41,0.127160
352038,+276,+764799,-103245,+190600,0,0,0,0,0,999.0,999.0,1406728541.134840,2014/07/30,13:55:41,0.134840
352039,+281,+665435,-103581,+183523,0,0,0,0,0,999.0,999.0,1406728541.142520,2014/07/30,13:55:41,0.142520
352040,+283,+562385,-102735,+172938,0,0,0,0,0,999.0,999.0,1406728541.150200,2014/07/30,13:55:41,0.150200
352041,+278,+453815,-101484,+161157,0,0,0,0,0,999.0,999.0,1406728541.157880,2014/07/30,13:55:41,0.157880
352042,+278,+339639,-98874,+153671,0,0,0,0,0,999.0,999.0,1406728541.165560,2014/07/30,13:55:41,0.165560
352043,+277,+223912,-95811,+146669,0,0,0,0,0,999.0,999.0,1406728541.173240,2014/07/30,13:55:41,0.173240
352044,+279,+105253,-91273,+140880,0,0,0,0,0,999.0,999.0,1406728541.180920,2014/07/30,13:55:41,0.180920
352045,+281,-16322,-86005,+135935,0,0,0,0,0,999.0,999.0,1406728541.188600,2014/07/30,13:55:41,0.188600
352046,+278,-133537,-80528,+129804,0,0,0,0,0,999.0,999.0,1406728541.196280,2014/07/30,13:55:41,0.196280
352047,+278,-250152,-73633,+123244,0,0,0,0,0,999.0,999.0,1406728541.203960,2014/07/30,13:55:41,0.203960
352048,+281,-364735,-66436,+114552,0,0,0,0,0,999.0,999.0,1406728541.211640,2014/07/30,13:55:41,0.211640
352049,+278,-476282,-58576,+107500,0,0,0,0,0,999.0,999.0,1406728541.219320,2014/07/30,13:55:41,0.219320
352050,+276,-583589,-50094,+103576,0,0,0,0,0,999.0,999.0,1406728541.227000,2014/07/30,13:55:41,0.227000
352051,+279,-683111,-41162,+99997,0,0,0,0,0,999.0,999.0,1406728541.234680,2014/07/30,13:55:41,0.234680
352052,+278,-777716,-32200,+97617,0,0,0,0,0,999.0,999.0,1406728541.242360,2014/07/30,13:55:41,0.242360
352053,+278,-864780,-22233,+95305,0,0,0,0,0,999.0,999.0,1406728541.250040,2014/07/30,13:55:41,0.250040
352054,+280,-945517,-12748,+93355,0,0,0,0,0,999.0,999.0,1406728541.257720,2014/07/30,13:55:41,0.257720
