Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
339200,+281,-1182535,+82073,+41878,0,0,0,0,0,999.0,999.0,1406728442.539000,2014/07/30,13:54:02,0.539000
339201,+278,-1201068,+90596,+49237,0,0,0,0,0,999.0,999.0,1406728442.546680,2014/07/30,13:54:02,0.546680
339202,+281,-1213253,+98559,+56490,0,0,0,0,0,999.0,999.0,1406728442.554360,2014/07/30,13:54:02,0.554360
339203,+280,-1216244,+106076,+65510,0,0,0,0,0,999.0,999.0,1406728442.562040,2014/07/30,13:54:02,0.562040
339204,+280,-1216061,+112938,+76921,0,0,0,0,0,999.0,999.0,1406728442.569720,2014/07/30,13:54:02,0.569720
339205,+279,-1207141,+119245,+84719,0,0,0,0,0,999.0,999.0,1406728442.577400,2014/07/30,13:54:02,0.577400
339206,+281,-1192614,+125089,+93372,0,0,0,0,0,999.0,999.0,1406728442.585080,2014/07/30,13:54:02,0.585080
339207,+279,-1170365,+130073,+102796,0,0,0,0,0,999.0,999.0,1406728442.592760,2014/07/30,13:54:02,0.592760
339208,+278,-1143573,+134277,+113990,0,0,0,0,0,999.0,999.0,1406728442.600440,2014/07/30,13:54:02,0.600440
339209,+282,-1109495,+138246,+128177,0,0,0,0,0,999.0,999.0,1406728442.608120,2014/07/30,13:54:02,0.608120
339210,+279,-1071015,+141215,+137941,0,0,0,0,0,999.0,999.0,1406728442.615800,2014/07/30,13:54:02,0.615800
339211,+280,-1025918,+143479,+146034,0,0,0,0,0,999.0,999.0,1406728442.623480,2014/07/30,13:54:02,0.623480
339212,+278,-976021,+144913,+156433,0,0,0,0,0,999.0,999.0,1406728442.631160,2014/07/30,13:54:02,0.631160
339213,+278,-921589,+145749,+170100,0,0,0,0,0,999.0,999.0,1406728442.638840,2014/07/30,13:54:02,0.638840
339214,+277,-859710,+146060,+184832,0,0,0,0,0,999.0,999.0,1406728442.646520,2014/07/30,13:54:02,0.646520
339215,+279,-794288,+145114,+195202,0,0,0,0,0,999.0,999.0,1406728442.654200,2014/07/30,13:54:02,0.654200
339216,+282,-725477,+143490,+206652,0,0,0,0,0,999.0,999.0,1406728442.661880,2014/07/30,13:54:02,0.661880
339217,+279,-652526,+141238,+223265,0,0,0,0,0,999.0,999.0,1406728442.669560,2014/07/30,13:54:02,0.669560
339218,+276,-577094,+138191,+236724,0,0,0,0,0,999.0,999.0,1406728442.677240,2014/07/30,13:54:02,0.677240
339219,+281,-496101,+134345,+245203,0,0,0,0,0,999.0,999.0,1406728442.684920,2014/07/30,13:54:02,0.684920
339220,+278,-413676,+129891,+256106,0,0,0,0,0,999.0,999.0,1406728442.692600,2014/07/30,13:54:02,0.692600
339221,+278,-329596,+124655,+268246,0,0,0,0,0,999.0,999.0,1406728442.700280,2014/07/30,13:54:02,0.700280
339222,+277,-242441,+119091,+281610,0,0,0,0,0,999.0,999.0,1406728442.707960,2014/07/30,13:54:02,0.707960
339223,+277,-155283,+112175,+291767,0,0,0,0,0,999.0,999.0,1406728442.715640,2014/07/30,13:54:02,0.715640
339224,+279,-66994,+105089,+300541,0,0,0,0,0,999.0,999.0,1406728442.723320,2014/07/30,13:54:02,0.723320
339225,+282,+22170,+97736,+313099,0,0,0,0,0,999.0,999.0,1406728442.731000,2014/07/30,13:54:02,0.731000
339226,+281,+113226,+89162,+324467,0,0,0,0,0,999.0,999.0,1406728442.738680,2014/07/30,13:54:02,0.738680
339227,+278,+202113,+80540,+332077,0,0,0,0,0,999.0,999.0,1406728442.746360,2014/07/30,13:54:02,0.746360
