Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
416000,+279,-1528319,+7096,+163994,0,0,0,0,0,999.0,999.0,1406729032.363000,2014/07/30,14:03:52,0.363000
416001,+281,-1491333,+17787,+164564,0,0,0,0,0,999.0,999.0,1406729032.370680,2014/07/30,14:03:52,0.370680
416002,+278,-1367208,+27557,+167001,0,0,0,0,0,999.0,999.0,1406729032.378360,2014/07/30,14:03:52,0.378360
416003,+277,-1163468,+35544,+170556,0,0,0,0,0,999.0,999.0,1406729032.386040,2014/07/30,14:03:52,0.386040
416004,+276,-890850,+41682,+174293,0,0,0,0,0,999.0,999.0,1406729032.393720,2014/07/30,14:03:52,0.393720
416005,+280,-566006,+45468,+179287,0,0,0,0,0,999.0,999.0,1406729032.401400,2014/07/30,14:03:52,0.401400
416006,+280,-207686,+46178,+183825,0,0,0,0,0,999.0,999.0,1406729032.409080,2014/07/30,14:03:52,0.409080
416007,+278,+165324,+44812,+187175,0,0,0,0,0,999.0,999.0,1406729032.416760,2014/07/30,14:03:52,0.416760
416008,+278,+529594,+40483,+190391,0,0,0,0,0,999.0,999.0,1406729032.424440,2014/07/30,14:03:52,0.424440
416009,+282,+862672,+33578,+192571,0,0,0,0,0,999.0,999.0,1406729032.432120,2014/07/30,14:03:52,0.432120
416010,+272,+1148857,+25022,+194866,0,0,0,0,0,999.0,999.0,1406729032.439800,2014/07/30,14:03:52,0.439800
416011,+279,+1367643,+15002,+196448,0,0,0,0,0,999.0,999.0,1406729032.447480,2014/07/30,14:03:52,0.447480
416012,+274,+1507970,+3918,+196899,0,0,0,0,0,999.0,999.0,1406729032.455160,2014/07/30,14:03:52,0.455160
416013,+278,+1559412,-6915,+197491,0,0,0,0,0,999.0,999.0,1406729032.462840,2014/07/30,14:03:52,0.462840
416014,+280,+1528520,-18004,+196772,0,0,0,0,0,999.0,999.0,1406729032.470520,2014/07/30,14:03:52,0.470520
416015,+280,+1408176,-27644,+195429,0,0,0,0,0,999.0,999.0,1406729032.478200,2014/07/30,14:03:52,0.478200
