Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
313600,+276,+1084314,+103943,-527376,0,0,0,0,0,999.0,999.0,1406724475.859000,2014/07/30,12:47:55,0.859000
313601,+277,+287999,+125140,-518913,0,0,0,0,0,999.0,999.0,1406724475.866680,2014/07/30,12:47:55,0.866680
313602,+277,-581977,+116376,-507391,0,0,0,0,0,999.0,999.0,1406724475.874360,2014/07/30,12:47:55,0.874360
313603,+276,-1324061,+85611,-498949,0,0,0,0,0,999.0,999.0,1406724475.882040,2014/07/30,12:47:55,0.882040
313604,+273,-1767226,+29138,-493525,0,0,0,0,0,999.0,999.0,1406724475.889720,2014/07/30,12:47:55,0.889720
313605,+277,-1812904,-28619,-492039,0,0,0,0,0,999.0,999.0,1406724475.897400,2014/07/30,12:47:55,0.897400
313606,+274,-1456979,-82186,-495173,0,0,0,0,0,999.0,999.0,1406724475.905080,2014/07/30,12:47:55,0.905080
313607,+278,-769375,-118681,-501365,0,0,0,0,0,999.0,999.0,1406724475.912760,2014/07/30,12:47:55,0.912760
313608,+276,+88647,-122914,-511033,0,0,0,0,0,999.0,999.0,1406724475.920440,2014/07/30,12:47:55,0.920440
313609,+276,+918188,-105893,-522074,0,0,0,0,0,999.0,999.0,1406724475.928120,2014/07/30,12:47:55,0.928120
313610,+276,+1533240,-58376,-529229,0,0,0,0,0,999.0,999.0,1406724475.935800,2014/07/30,12:47:55,0.935800
313611,+278,+1793788,-1785,-532724,0,0,0,0,0,999.0,999.0,1406724475.943480,2014/07/30,12:47:55,0.943480
313612,+275,+1634844,+57239,-532169,0,0,0,0,0,999.0,999.0,1406724475.951160,2014/07/30,12:47:55,0.951160
313613,+276,+1098814,+101877,-527318,0,0,0,0,0,999.0,999.0,1406724475.958840,2014/07/30,12:47:55,0.958840
313614,+278,+306068,+125425,-519012,0,0,0,0,0,999.0,999.0,1406724475.966520,2014/07/30,12:47:55,0.966520
313615,+276,-564477,+117239,-507336,0,0,0,0,0,999.0,999.0,1406724475.974200,2014/07/30,12:47:55,0.974200
313616,+277,-1311119,+84915,-498910,0,0,0,0,0,999.0,999.0,1406724475.981880,2014/07/30,12:47:55,0.981880
313617,+275,-1761929,+31361,-493686,0,0,0,0,0,999.0,999.0,1406724475.989560,2014/07/30,12:47:55,0.989560
313618,+282,-1816072,-28017,-491907,0,0,0,0,0,999.0,999.0,1406724475.997240,2014/07/30,12:47:55,0.997240
313619,+277,-1468254,-81881,-494960,0,0,0,0,0,999.0,999.0,1406724476.004920,2014/07/30,12:47:56,0.004920
313620,+278,-786051,-117227,-501159,0,0,0,0,0,999.0,999.0,1406724476.012600,2014/07/30,12:47:56,0.012600
313621,+278,+70326,-125225,-510800,0,0,0,0,0,999.0,999.0,1406724476.020280,2014/07/30,12:47:56,0.020280
313622,+274,+902509,-104645,-521932,0,0,0,0,0,999.0,999.0,1406724476.027960,2014/07/30,12:47:56,0.027960
313623,+276,+1523675,-61434,-529218,0,0,0,0,0,999.0,999.0,1406724476.035640,2014/07/30,12:47:56,0.035640
313624,+278,+1792527,-2362,-532716,0,0,0,0,0,999.0,999.0,1406724476.043320,2014/07/30,12:47:56,0.043320
313625,+277,+1642318,+55862,-532164,0,0,0,0,0,999.0,999.0,1406724476.051000,2014/07/30,12:47:56,0.051000
313626,+275,+1113169,+101299,-527574,0,0,0,0,0,999.0,999.0,1406724476.058680,2014/07/30,12:47:56,0.058680
313627,+279,+324084,+124818,-519375,0,0,0,0,0,999.0,999.0,1406724476.066360,2014/07/30,12:47:56,0.066360
313628,+275,-546989,+117570,-507525,0,0,0,0,0,999.0,999.0,1406724476.074040,2014/07/30,12:47:56,0.074040
313629,+277,-1297999,+86742,-499254,0,0,0,0,0,999.0,999.0,1406724476.081720,2014/07/30,12:47:56,0.081720
313630,+280,-1756479,+32236,-493809,0,0,0,0,0,999.0,999.0,1406724476.089400,2014/07/30,12:47:56,0.089400
313631,+275,-1819064,-26888,-491963,0,0,0,0,0,999.0,999.0,1406724476.097080,2014/07/30,12:47:56,0.097080
313632,+278,-1479421,-80390,-494861,0,0,0,0,0,999.0,999.0,1406724476.104760,2014/07/30,12:47:56,0.104760
313633,+277,-802687,-116435,-501038,0,0,0,0,0,999.0,999.0,1406724476.112440,2014/07/30,12:47:56,0.112440
313634,+279,+52061,-125672,-510467,0,0,0,0,0,999.0,999.0,1406724476.120120,2014/07/30,12:47:56,0.120120
313635,+279,+886752,-104352,-521830,0,0,0,0,0,999.0,999.0,1406724476.127800,2014/07/30,12:47:56,0.127800
313636,+276,+1513932,-62571,-528959,0,0,0,0,0,999.0,999.0,1406724476.135480,2014/07/30,12:47:56,0.135480
313637,+277,+1791020,-2938,-532615,0,0,0,0,0,999.0,999.0,1406724476.143160,2014/07/30,12:47:56,0.143160
313638,+277,+1649618,+54626,-532179,0,0,0,0,0,999.0,999.0,1406724476.150840,2014/07/30,12:47:56,0.150840
313639,+277,+1127442,+100571,-527542,0,0,0,0,0,999.0,999.0,1406724476.158520,2014/07/30,12:47:56,0.158520
313640,+277,+342023,+125625,-519312,0,0,0,0,0,999.0,999.0,1406724476.166200,2014/07/30,12:47:56,0.166200
313641,+274,-529449,+117907,-507677,0,0,0,0,0,999.0,999.0,1406724476.173880,2014/07/30,12:47:56,0.173880
