Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
160000,+275,+474716,+728326,+311318,0,0,0,0,0,999.0,999.0,1406723296.211000,2014/07/30,12:28:16,0.211000
160001,+276,+444207,+716181,+368684,0,0,0,0,0,999.0,999.0,1406723296.218680,2014/07/30,12:28:16,0.218680
160002,+277,+411973,+702152,+422661,0,0,0,0,0,999.0,999.0,1406723296.226360,2014/07/30,12:28:16,0.226360
160003,+279,+379314,+690603,+468506,0,0,0,0,0,999.0,999.0,1406723296.234040,2014/07/30,12:28:16,0.234040
160004,+280,+346923,+672687,+516363,0,0,0,0,0,999.0,999.0,1406723296.241720,2014/07/30,12:28:16,0.241720
160005,+279,+313214,+658252,+566196,0,0,0,0,0,999.0,999.0,1406723296.249400,2014/07/30,12:28:16,0.249400
160006,+283,+280037,+640715,+619879,0,0,0,0,0,999.0,999.0,1406723296.257080,2014/07/30,12:28:16,0.257080
160007,+277,+245091,+621512,+668653,0,0,0,0,0,999.0,999.0,1406723296.264760,2014/07/30,12:28:16,0.264760
160008,+277,+211285,+603725,+712047,0,0,0,0,0,999.0,999.0,1406723296.272440,2014/07/30,12:28:16,0.272440
160009,+277,+175477,+583149,+756520,0,0,0,0,0,999.0,999.0,1406723296.280120,2014/07/30,12:28:16,0.280120
160010,+282,+140628,+561257,+799375,0,0,0,0,0,999.0,999.0,1406723296.287800,2014/07/30,12:28:16,0.287800
160011,+279,+105966,+541609,+838530,0,0,0,0,0,999.0,999.0,1406723296.295480,2014/07/30,12:28:16,0.295480
160012,+275,+69739,+516663,+878183,0,0,0,0,0,999.0,999.0,1406723296.303160,2014/07/30,12:28:16,0.303160
160013,+281,+35219,+494827,+916654,0,0,0,0,0,999.0,999.0,1406723296.310840,2014/07/30,12:28:16,0.310840
160014,+279,-738,+471417,+951468,0,0,0,0,0,999.0,999.0,1406723296.318520,2014/07/30,12:28:16,0.318520
160015,+278,-38075,+444753,+986245,0,0,0,0,0,999.0,999.0,1406723296.326200,2014/07/30,12:28:16,0.326200
160016,+279,-74001,+421850,+1015804,0,0,0,0,0,999.0,999.0,1406723296.333880,2014/07/30,12:28:16,0.333880
160017,+281,-110137,+394084,+1050888,0,0,0,0,0,999.0,999.0,1406723296.341560,2014/07/30,12:28:16,0.341560
160018,+276,-145951,+368327,+1079021,0,0,0,0,0,999.0,999.0,1406723296.349240,2014/07/30,12:28:16,0.349240
160019,+276,-180776,+341969,+1110623,0,0,0,0,0,999.0,999.0,1406723296.356920,2014/07/30,12:28:16,0.356920
160020,+277,-215957,+313442,+1132790,0,0,0,0,0,999.0,999.0,1406723296.364600,2014/07/30,12:28:16,0.364600
160021,+278,-250429,+286744,+1157108,0,0,0,0,0,999.0,999.0,1406723296.372280,2014/07/30,12:28:16,0.372280
160022,+281,-285821,+258401,+1174493,0,0,0,0,0,999.0,999.0,1406723296.379960,2014/07/30,12:28:16,0.379960
160023,+274,-320476,+228910,+1191539,0,0,0,0,0,999.0,999.0,1406723296.387640,2014/07/30,12:28:16,0.387640
160024,+278,-352942,+201225,+1211702,0,0,0,0,0,999.0,999.0,1406723296.395320,2014/07/30,12:28:16,0.395320
160025,+277,-387172,+171974,+1225409,0,0,0,0,0,999.0,999.0,1406723296.403000,2014/07/30,12:28:16,0.403000
160026,+277,-418867,+141977,+1235053,0,0,0,0,0,999.0,999.0,1406723296.410680,2014/07/30,12:28:16,0.410680
160027,+277,-450016,+114057,+1246040,0,0,0,0,0,999.0,999.0,1406723296.418360,2014/07/30,12:28:16,0.418360
160028,+275,-480948,+82880,+1256807,0,0,0,0,0,999.0,999.0,1406723296.426040,2014/07/30,12:28:16,0.426040
160029,+279,-512305,+54395,+1262816,0,0,0,0,0,999.0,999.0,1406723296.433720,2014/07/30,12:28:16,0.433720
160030,+279,-542384,+24393,+1267469,0,0,0,0,0,999.0,999.0,1406723296.441400,2014/07/30,12:28:16,0.441400
