Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
236800,+278,+1807570,+28660,-456909,0,0,0,0,0,999.0,999.0,1406723886.035000,2014/07/30,12:38:06,0.035000
236801,+278,+1798036,+90952,-453554,0,0,0,0,0,999.0,999.0,1406723886.042680,2014/07/30,12:38:06,0.042680
236802,+278,+1717593,+146600,-446637,0,0,0,0,0,999.0,999.0,1406723886.050360,2014/07/30,12:38:06,0.050360
236803,+273,+1574210,+199606,-436281,0,0,0,0,0,999.0,999.0,1406723886.058040,2014/07/30,12:38:06,0.058040
236804,+275,+1373487,+242568,-421668,0,0,0,0,0,999.0,999.0,1406723886.065720,2014/07/30,12:38:06,0.065720
236805,+278,+1117632,+279770,-400933,0,0,0,0,0,999.0,999.0,1406723886.073400,2014/07/30,12:38:06,0.073400
236806,+276,+822451,+303930,-380630,0,0,0,0,0,999.0,999.0,1406723886.081080,2014/07/30,12:38:06,0.081080
236807,+277,+493813,+318248,-355009,0,0,0,0,0,999.0,999.0,1406723886.088760,2014/07/30,12:38:06,0.088760
236808,+275,+147526,+319517,-333144,0,0,0,0,0,999.0,999.0,1406723886.096440,2014/07/30,12:38:06,0.096440
236809,+274,-208242,+311677,-310712,0,0,0,0,0,999.0,999.0,1406723886.104120,2014/07/30,12:38:06,0.104120
236810,+275,-556195,+287893,-287124,0,0,0,0,0,999.0,999.0,1406723886.111800,2014/07/30,12:38:06,0.111800
236811,+277,-882933,+257225,-267637,0,0,0,0,0,999.0,999.0,1406723886.119480,2014/07/30,12:38:06,0.119480
236812,+275,-1179315,+213989,-244005,0,0,0,0,0,999.0,999.0,1406723886.127160,2014/07/30,12:38:06,0.127160
236813,+275,-1432910,+165958,-231025,0,0,0,0,0,999.0,999.0,1406723886.134840,2014/07/30,12:38:06,0.134840
236814,+278,-1632749,+107992,-220032,0,0,0,0,0,999.0,999.0,1406723886.142520,2014/07/30,12:38:06,0.142520
236815,+279,-1772375,+48361,-212995,0,0,0,0,0,999.0,999.0,1406723886.150200,2014/07/30,12:38:06,0.150200
236816,+276,-1845663,-13307,-209941,0,0,0,0,0,999.0,999.0,1406723886.157880,2014/07/30,12:38:06,0.157880
