Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
288000,+277,-1207863,-127317,-497026,0,0,0,0,0,999.0,999.0,1406724279.251000,2014/07/30,12:44:39,0.251000
288001,+275,-595895,-153187,-506650,0,0,0,0,0,999.0,999.0,1406724279.258680,2014/07/30,12:44:39,0.258680
288002,+278,+102049,-158126,-520567,0,0,0,0,0,999.0,999.0,1406724279.266360,2014/07/30,12:44:39,0.266360
288003,+277,+778535,-135739,-531691,0,0,0,0,0,999.0,999.0,1406724279.274040,2014/07/30,12:44:39,0.274040
288004,+276,+1336854,-97531,-539133,0,0,0,0,0,999.0,999.0,1406724279.281720,2014/07/30,12:44:39,0.281720
288005,+283,+1695446,-43492,-544835,0,0,0,0,0,999.0,999.0,1406724279.289400,2014/07/30,12:44:39,0.289400
288006,+279,+1801860,+19105,-546875,0,0,0,0,0,999.0,999.0,1406724279.297080,2014/07/30,12:44:39,0.297080
288007,+277,+1634940,+73432,-544844,0,0,0,0,0,999.0,999.0,1406724279.304760,2014/07/30,12:44:39,0.304760
288008,+280,+1226266,+123290,-539697,0,0,0,0,0,999.0,999.0,1406724279.312440,2014/07/30,12:44:39,0.312440
288009,+276,+633356,+150580,-531901,0,0,0,0,0,999.0,999.0,1406724279.320120,2014/07/30,12:44:39,0.320120
288010,+279,-56953,+156093,-521419,0,0,0,0,0,999.0,999.0,1406724279.327800,2014/07/30,12:44:39,0.327800
288011,+274,-743934,+142211,-507505,0,0,0,0,0,999.0,999.0,1406724279.335480,2014/07/30,12:44:39,0.335480
288012,+279,-1324956,+102664,-497011,0,0,0,0,0,999.0,999.0,1406724279.343160,2014/07/30,12:44:39,0.343160
288013,+280,-1712789,+50274,-490559,0,0,0,0,0,999.0,999.0,1406724279.350840,2014/07/30,12:44:39,0.350840
288014,+278,-1849177,-8342,-487775,0,0,0,0,0,999.0,999.0,1406724279.358520,2014/07/30,12:44:39,0.358520
288015,+279,-1726219,-69918,-489279,0,0,0,0,0,999.0,999.0,1406724279.366200,2014/07/30,12:44:39,0.366200
288016,+280,-1350166,-116291,-494659,0,0,0,0,0,999.0,999.0,1406724279.373880,2014/07/30,12:44:39,0.373880
288017,+277,-776987,-148500,-503542,0,0,0,0,0,999.0,999.0,1406724279.381560,2014/07/30,12:44:39,0.381560
288018,+281,-92860,-158574,-517007,0,0,0,0,0,999.0,999.0,1406724279.389240,2014/07/30,12:44:39,0.389240
288019,+277,+599457,-143939,-528876,0,0,0,0,0,999.0,999.0,1406724279.396920,2014/07/30,12:44:39,0.396920
288020,+274,+1199518,-110089,-537575,0,0,0,0,0,999.0,999.0,1406724279.404600,2014/07/30,12:44:39,0.404600
288021,+277,+1619690,-58516,-543413,0,0,0,0,0,999.0,999.0,1406724279.412280,2014/07/30,12:44:39,0.412280
288022,+279,+1799971,+1020,-546694,0,0,0,0,0,999.0,999.0,1406724279.419960,2014/07/30,12:44:39,0.419960
288023,+277,+1707383,+59595,-546029,0,0,0,0,0,999.0,999.0,1406724279.427640,2014/07/30,12:44:39,0.427640
288024,+277,+1360732,+110827,-541172,0,0,0,0,0,999.0,999.0,1406724279.435320,2014/07/30,12:44:39,0.435320
288025,+276,+810604,+145330,-534513,0,0,0,0,0,999.0,999.0,1406724279.443000,2014/07/30,12:44:39,0.443000
288026,+275,+137906,+156373,-524761,0,0,0,0,0,999.0,999.0,1406724279.450680,2014/07/30,12:44:39,0.450680
288027,+277,-561592,+148369,-511182,0,0,0,0,0,999.0,999.0,1406724279.458360,2014/07/30,12:44:39,0.458360
288028,+278,-1179844,+114728,-499946,0,0,0,0,0,999.0,999.0,1406724279.466040,2014/07/30,12:44:39,0.466040
288029,+281,-1629082,+66051,-491917,0,0,0,0,0,999.0,999.0,1406724279.473720,2014/07/30,12:44:39,0.473720
288030,+276,-1837359,+7887,-488170,0,0,0,0,0,999.0,999.0,1406724279.481400,2014/07/30,12:44:39,0.481400
288031,+275,-1786962,-53589,-488722,0,0,0,0,0,999.0,999.0,1406724279.489080,2014/07/30,12:44:39,0.489080
288032,+279,-1476849,-104749,-492630,0,0,0,0,0,999.0,999.0,1406724279.496760,2014/07/30,12:44:39,0.496760
