Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
147200,+274,-931600,-774788,+486408,0,0,0,0,0,999.0,999.0,1406723197.907000,2014/07/30,12:26:37,0.907000
147201,+278,-927311,-780376,+434184,0,0,0,0,0,999.0,999.0,1406723197.914680,2014/07/30,12:26:37,0.914680
147202,+276,-921382,-790449,+377506,0,0,0,0,0,999.0,999.0,1406723197.922360,2014/07/30,12:26:37,0.922360
147203,+274,-913807,-797777,+314467,0,0,0,0,0,999.0,999.0,1406723197.930040,2014/07/30,12:26:37,0.930040
147204,+278,-906353,-803072,+255085,0,0,0,0,0,999.0,999.0,1406723197.937720,2014/07/30,12:26:37,0.937720
147205,+277,-896949,-809630,+197651,0,0,0,0,0,999.0,999.0,1406723197.945400,2014/07/30,12:26:37,0.945400
147206,+276,-886575,-812672,+133608,0,0,0,0,0,999.0,999.0,1406723197.953080,2014/07/30,12:26:37,0.953080
147207,+276,-876910,-817902,+70236,0,0,0,0,0,999.0,999.0,1406723197.960760,2014/07/30,12:26:37,0.960760
147208,+274,-864137,-819937,+11991,0,0,0,0,0,999.0,999.0,1406723197.968440,2014/07/30,12:26:37,0.968440
147209,+277,-851187,-820987,-47329,0,0,0,0,0,999.0,999.0,1406723197.976120,2014/07/30,12:26:37,0.976120
147210,+278,-837562,-823596,-111419,0,0,0,0,0,999.0,999.0,1406723197.983800,2014/07/30,12:26:37,0.983800
147211,+277,-821556,-821902,-172720,0,0,0,0,0,999.0,999.0,1406723197.991480,2014/07/30,12:26:37,0.991480
147212,+276,-807109,-821664,-236225,0,0,0,0,0,999.0,999.0,1406723197.999160,2014/07/30,12:26:37,0.999160
147213,+277,-789964,-819713,-299210,0,0,0,0,0,999.0,999.0,1406723198.006840,2014/07/30,12:26:38,0.006840
147214,+277,-772122,-817110,-357529,0,0,0,0,0,999.0,999.0,1406723198.014520,2014/07/30,12:26:38,0.014520
147215,+276,-754912,-813483,-420858,0,0,0,0,0,999.0,999.0,1406723198.022200,2014/07/30,12:26:38,0.022200
147216,+276,-734883,-808442,-482438,0,0,0,0,0,999.0,999.0,1406723198.029880,2014/07/30,12:26:38,0.029880
147217,+276,-713686,-803915,-543772,0,0,0,0,0,999.0,999.0,1406723198.037560,2014/07/30,12:26:38,0.037560
147218,+277,-692422,-796787,-603697,0,0,0,0,0,999.0,999.0,1406723198.045240,2014/07/30,12:26:38,0.045240
147219,+277,-671498,-790298,-662750,0,0,0,0,0,999.0,999.0,1406723198.052920,2014/07/30,12:26:38,0.052920
147220,+273,-648863,-781952,-725282,0,0,0,0,0,999.0,999.0,1406723198.060600,2014/07/30,12:26:38,0.060600
147221,+277,-626051,-773202,-785859,0,0,0,0,0,999.0,999.0,1406723198.068280,2014/07/30,12:26:38,0.068280
147222,+279,-600944,-763576,-844608,0,0,0,0,0,999.0,999.0,1406723198.075960,2014/07/30,12:26:38,0.075960
147223,+277,-576775,-752236,-902895,0,0,0,0,0,999.0,999.0,1406723198.083640,2014/07/30,12:26:38,0.083640
147224,+275,-551491,-742319,-960533,0,0,0,0,0,999.0,999.0,1406723198.091320,2014/07/30,12:26:38,0.091320
147225,+275,-525294,-728991,-1018415,0,0,0,0,0,999.0,999.0,1406723198.099000,2014/07/30,12:26:38,0.099000
147226,+277,-498353,-716462,-1075914,0,0,0,0,0,999.0,999.0,1406723198.106680,2014/07/30,12:26:38,0.106680
147227,+276,-470328,-703344,-1132919,0,0,0,0,0,999.0,999.0,1406723198.114360,2014/07/30,12:26:38,0.114360
147228,+274,-444577,-688500,-1189709,0,0,0,0,0,999.0,999.0,1406723198.122040,2014/07/30,12:26:38,0.122040
147229,+277,-415740,-673400,-1242949,0,0,0,0,0,999.0,999.0,1406723198.129720,2014/07/30,12:26:38,0.129720
147230,+275,-388651,-657855,-1294984,0,0,0,0,0,999.0,999.0,1406723198.137400,2014/07/30,12:26:38,0.137400
147231,+279,-358897,-640978,-1347527,0,0,0,0,0,999.0,999.0,1406723198.145080,2014/07/30,12:26:38,0.145080
147232,+274,-330298,-624712,-1397005,0,0,0,0,0,999.0,999.0,1406723198.152760,2014/07/30,12:26:38,0.152760
147233,+276,-300964,-605856,-1445537,0,0,0,0,0,999.0,999.0,1406723198.160440,2014/07/30,12:26:38,0.160440
147234,+277,-269474,-587882,-1492616,0,0,0,0,0,999.0,999.0,1406723198.168120,2014/07/30,12:26:38,0.168120
147235,+278,-238872,-569051,-1537325,0,0,0,0,0,999.0,999.0,1406723198.175800,2014/07/30,12:26:38,0.175800
147236,+276,-209208,-548863,-1580667,0,0,0,0,0,999.0,999.0,1406723198.183480,2014/07/30,12:26:38,0.183480
147237,+278,-177796,-528659,-1623817,0,0,0,0,0,999.0,999.0,1406723198.191160,2014/07/30,12:26:38,0.191160
147238,+278,-147485,-508700,-1666160,0,0,0,0,0,999.0,999.0,1406723198.198840,2014/07/30,12:26:38,0.198840
147239,+275,-116098,-485659,-1706683,0,0,0,0,0,999.0,999.0,1406723198.206520,2014/07/30,12:26:38,0.206520
147240,+275,-84796,-465712,-1745167,0,0,0,0,0,999.0,999.0,1406723198.214200,2014/07/30,12:26:38,0.214200
147241,+277,-53323,-441463,-1781855,0,0,0,0,0,999.0,999.0,1406723198.221880,2014/07/30,12:26:38,0.221880
147242,+276,-19344,-419441,-1816514,0,0,0,0,0,999.0,999.0,1406723198.229560,2014/07/30,12:26:38,0.229560
147243,+282,+11469,-395284,-1849342,0,0,0,0,0,999.0,999.0,1406723198.237240,2014/07/30,12:26:38,0.237240
147244,+274,+42048,-373272,-1882345,0,0,0,0,0,999.0,999.0,1406723198.244920,2014/07/30,12:26:38,0.244920
147245,+275,+72888,-346868,-1910746,0,0,0,0,0,999.0,999.0,1406723198.252600,2014/07/30,12:26:38,0.252600
147246,+278,+104343,-323916,-1939352,0,0,0,0,0,999.0,999.0,1406723198.260280,2014/07/30,12:26:38,0.260280
147247,+274,+134739,-297392,-1964405,0,0,0,0,0,999.0,999.0,1406723198.267960,2014/07/30,12:26:38,0.267960
147248,+277,+165428,-274225,-1987127,0,0,0,0,0,999.0,999.0,1406723198.275640,2014/07/30,12:26:38,0.275640
147249,+278,+196177,-245389,-2008985,0,0,0,0,0,999.0,999.0,1406723198.283320,2014/07/30,12:26:38,0.283320
