Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
64000,+276,+1075780,+425546,+3367304,0,0,0,0,0,999.0,999.0,1406722558.930999,2014/07/30,12:15:58,0.930999
64001,+273,+1075905,+423952,+3400416,0,0,0,0,0,999.0,999.0,1406722558.938679,2014/07/30,12:15:58,0.938679
64002,+275,+1076625,+418501,+3431208,0,0,0,0,0,999.0,999.0,1406722558.946359,2014/07/30,12:15:58,0.946359
64003,+274,+1080455,+416272,+3464009,0,0,0,0,0,999.0,999.0,1406722558.954039,2014/07/30,12:15:58,0.954039
64004,+282,+1080346,+412935,+3493204,0,0,0,0,0,999.0,999.0,1406722558.961719,2014/07/30,12:15:58,0.961719
64005,+280,+1080284,+408109,+3525217,0,0,0,0,0,999.0,999.0,1406722558.969399,2014/07/30,12:15:58,0.969399
64006,+280,+1080355,+406848,+3554405,0,0,0,0,0,999.0,999.0,1406722558.977079,2014/07/30,12:15:58,0.977079
64007,+272,+1080192,+400980,+3586756,0,0,0,0,0,999.0,999.0,1406722558.984759,2014/07/30,12:15:58,0.984759
64008,+275,+1080320,+398151,+3616449,0,0,0,0,0,999.0,999.0,1406722558.992439,2014/07/30,12:15:58,0.992439
64009,+275,+1080364,+395664,+3647707,0,0,0,0,0,999.0,999.0,1406722559.000119,2014/07/30,12:15:59,0.000119
64010,+280,+1080205,+389645,+3676375,0,0,0,0,0,999.0,999.0,1406722559.007799,2014/07/30,12:15:59,0.007799
64011,+277,+1080284,+387305,+3706356,0,0,0,0,0,999.0,999.0,1406722559.015479,2014/07/30,12:15:59,0.015479
64012,+277,+1080064,+383643,+3734817,0,0,0,0,0,999.0,999.0,1406722559.023159,2014/07/30,12:15:59,0.023159
64013,+275,+1080123,+377811,+3764051,0,0,0,0,0,999.0,999.0,1406722559.030839,2014/07/30,12:15:59,0.030839
64014,+277,+1080219,+376550,+3790970,0,0,0,0,0,999.0,999.0,1406722559.038519,2014/07/30,12:15:59,0.038519
64015,+276,+1080080,+370432,+3820642,0,0,0,0,0,999.0,999.0,1406722559.046199,2014/07/30,12:15:59,0.046199
64016,+276,+1080165,+367272,+3848192,0,0,0,0,0,999.0,999.0,1406722559.053879,2014/07/30,12:15:59,0.053879
64017,+279,+1080069,+363826,+3876571,0,0,0,0,0,999.0,999.0,1406722559.061559,2014/07/30,12:15:59,0.061559
64018,+277,+1080001,+358113,+3903866,0,0,0,0,0,999.0,999.0,1406722559.069239,2014/07/30,12:15:59,0.069239
64019,+277,+1080045,+355423,+3932786,0,0,0,0,0,999.0,999.0,1406722559.076919,2014/07/30,12:15:59,0.076919
