Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
185600,+279,-829522,-146556,+724616,0,0,0,0,0,999.0,999.0,1406723492.819000,2014/07/30,12:31:32,0.819000
185601,+272,-849789,-178839,+712050,0,0,0,0,0,999.0,999.0,1406723492.826680,2014/07/30,12:31:32,0.826680
185602,+275,-868659,-204976,+698961,0,0,0,0,0,999.0,999.0,1406723492.834360,2014/07/30,12:31:32,0.834360
185603,+273,-883882,-237044,+684579,0,0,0,0,0,999.0,999.0,1406723492.842040,2014/07/30,12:31:32,0.842040
185604,+273,-898203,-262482,+669691,0,0,0,0,0,999.0,999.0,1406723492.849720,2014/07/30,12:31:32,0.849720
185605,+274,-910302,-291275,+650936,0,0,0,0,0,999.0,999.0,1406723492.857400,2014/07/30,12:31:32,0.857400
185606,+276,-920373,-318139,+627823,0,0,0,0,0,999.0,999.0,1406723492.865080,2014/07/30,12:31:32,0.865080
185607,+274,-928369,-343976,+601247,0,0,0,0,0,999.0,999.0,1406723492.872760,2014/07/30,12:31:32,0.872760
185608,+277,-933310,-368027,+571479,0,0,0,0,0,999.0,999.0,1406723492.880440,2014/07/30,12:31:32,0.880440
185609,+276,-935550,-394657,+542532,0,0,0,0,0,999.0,999.0,1406723492.888120,2014/07/30,12:31:32,0.888120
185610,+276,-935648,-414640,+515299,0,0,0,0,0,999.0,999.0,1406723492.895800,2014/07/30,12:31:32,0.895800
185611,+277,-935832,-439973,+484953,0,0,0,0,0,999.0,999.0,1406723492.903480,2014/07/30,12:31:32,0.903480
185612,+275,-935027,-459676,+455344,0,0,0,0,0,999.0,999.0,1406723492.911160,2014/07/30,12:31:32,0.911160
185613,+277,-931085,-479179,+424725,0,0,0,0,0,999.0,999.0,1406723492.918840,2014/07/30,12:31:32,0.918840
185614,+277,-924859,-500868,+390543,0,0,0,0,0,999.0,999.0,1406723492.926520,2014/07/30,12:31:32,0.926520
185615,+273,-915903,-515756,+349187,0,0,0,0,0,999.0,999.0,1406723492.934200,2014/07/30,12:31:32,0.934200
185616,+277,-905075,-534305,+309012,0,0,0,0,0,999.0,999.0,1406723492.941880,2014/07/30,12:31:32,0.941880
185617,+278,-891256,-549356,+268793,0,0,0,0,0,999.0,999.0,1406723492.949560,2014/07/30,12:31:32,0.949560
185618,+279,-876721,-562274,+229152,0,0,0,0,0,999.0,999.0,1406723492.957240,2014/07/30,12:31:32,0.957240
185619,+278,-859311,-577055,+189238,0,0,0,0,0,999.0,999.0,1406723492.964920,2014/07/30,12:31:32,0.964920
185620,+273,-840535,-587540,+143417,0,0,0,0,0,999.0,999.0,1406723492.972600,2014/07/30,12:31:32,0.972600
185621,+274,-818756,-596684,+94783,0,0,0,0,0,999.0,999.0,1406723492.980280,2014/07/30,12:31:32,0.980280
185622,+275,-796931,-607462,+51036,0,0,0,0,0,999.0,999.0,1406723492.987960,2014/07/30,12:31:32,0.987960
185623,+276,-771358,-613246,+8568,0,0,0,0,0,999.0,999.0,1406723492.995640,2014/07/30,12:31:32,0.995640
185624,+275,-745761,-619588,-36162,0,0,0,0,0,999.0,999.0,1406723493.003320,2014/07/30,12:31:33,0.003320
185625,+279,-716308,-625494,-84071,0,0,0,0,0,999.0,999.0,1406723493.011000,2014/07/30,12:31:33,0.011000
185626,+280,-686359,-625691,-131238,0,0,0,0,0,999.0,999.0,1406723493.018680,2014/07/30,12:31:33,0.018680
185627,+277,-654750,-630180,-178721,0,0,0,0,0,999.0,999.0,1406723493.026360,2014/07/30,12:31:33,0.026360
185628,+281,-622398,-628106,-227313,0,0,0,0,0,999.0,999.0,1406723493.034040,2014/07/30,12:31:33,0.034040
185629,+275,-586907,-627275,-276066,0,0,0,0,0,999.0,999.0,1406723493.041720,2014/07/30,12:31:33,0.041720
185630,+279,-551084,-626245,-321659,0,0,0,0,0,999.0,999.0,1406723493.049400,2014/07/30,12:31:33,0.049400
185631,+279,-514087,-619996,-366971,0,0,0,0,0,999.0,999.0,1406723493.057080,2014/07/30,12:31:33,0.057080
185632,+277,-474508,-614194,-415494,0,0,0,0,0,999.0,999.0,1406723493.064760,2014/07/30,12:31:33,0.064760
185633,+280,-436346,-609770,-461092,0,0,0,0,0,999.0,999.0,1406723493.072440,2014/07/30,12:31:33,0.072440
185634,+276,-396930,-598370,-508193,0,0,0,0,0,999.0,999.0,1406723493.080120,2014/07/30,12:31:33,0.080120
185635,+275,-355313,-590938,-552721,0,0,0,0,0,999.0,999.0,1406723493.087800,2014/07/30,12:31:33,0.087800
185636,+277,-313934,-578580,-596532,0,0,0,0,0,999.0,999.0,1406723493.095480,2014/07/30,12:31:33,0.095480
185637,+279,-270493,-567159,-638905,0,0,0,0,0,999.0,999.0,1406723493.103160,2014/07/30,12:31:33,0.103160
185638,+278,-226654,-552889,-683242,0,0,0,0,0,999.0,999.0,1406723493.110840,2014/07/30,12:31:33,0.110840
185639,+278,-183388,-538847,-726671,0,0,0,0,0,999.0,999.0,1406723493.118520,2014/07/30,12:31:33,0.118520
185640,+275,-139200,-521432,-767688,0,0,0,0,0,999.0,999.0,1406723493.126200,2014/07/30,12:31:33,0.126200
185641,+276,-94999,-507629,-808410,0,0,0,0,0,999.0,999.0,1406723493.133880,2014/07/30,12:31:33,0.133880
185642,+273,-49558,-485132,-846972,0,0,0,0,0,999.0,999.0,1406723493.141560,2014/07/30,12:31:33,0.141560
185643,+276,-2478,-469038,-883407,0,0,0,0,0,999.0,999.0,1406723493.149240,2014/07/30,12:31:33,0.149240
185644,+277,+40597,-446972,-918223,0,0,0,0,0,999.0,999.0,1406723493.156920,2014/07/30,12:31:33,0.156920
185645,+277,+85358,-425550,-953400,0,0,0,0,0,999.0,999.0,1406723493.164600,2014/07/30,12:31:33,0.164600
185646,+276,+128999,-404672,-986098,0,0,0,0,0,999.0,999.0,1406723493.172280,2014/07/30,12:31:33,0.172280
185647,+274,+172498,-379991,-1016815,0,0,0,0,0,999.0,999.0,1406723493.179960,2014/07/30,12:31:33,0.179960
185648,+278,+217018,-355747,-1047404,0,0,0,0,0,999.0,999.0,1406723493.187640,2014/07/30,12:31:33,0.187640
185649,+277,+259763,-332947,-1073759,0,0,0,0,0,999.0,999.0,1406723493.195320,2014/07/30,12:31:33,0.195320
185650,+274,+301576,-304622,-1101242,0,0,0,0,0,999.0,999.0,1406723493.203000,2014/07/30,12:31:33,0.203000
185651,+274,+344102,-280769,-1124552,0,0,0,0,0,999.0,999.0,1406723493.210680,2014/07/30,12:31:33,0.210680
185652,+279,+384643,-252575,-1147095,0,0,0,0,0,999.0,999.0,1406723493.218360,2014/07/30,12:31:33,0.218360
185653,+281,+425151,-224515,-1166677,0,0,0,0,0,999.0,999.0,1406723493.226040,2014/07/30,12:31:33,0.226040
185654,+278,+464276,-198603,-1184924,0,0,0,0,0,999.0,999.0,1406723493.233720,2014/07/30,12:31:33,0.233720
185655,+274,+500769,-167456,-1200540,0,0,0,0,0,999.0,999.0,1406723493.241400,2014/07/30,12:31:33,0.241400
185656,+277,+537271,-140012,-1212311,0,0,0,0,0,999.0,999.0,1406723493.249080,2014/07/30,12:31:33,0.249080
185657,+274,+573104,-112012,-1222261,0,0,0,0,0,999.0,999.0,1406723493.256760,2014/07/30,12:31:33,0.256760
185658,+277,+607095,-79468,-1231367,0,0,0,0,0,999.0,999.0,1406723493.264440,2014/07/30,12:31:33,0.264440
185659,+275,+639637,-53153,-1236819,0,0,0,0,0,999.0,999.0,1406723493.272120,2014/07/30,12:31:33,0.272120
185660,+276,+670821,-20882,-1240926,0,0,0,0,0,999.0,999.0,1406723493.279800,2014/07/30,12:31:33,0.279800
185661,+274,+701244,+8156,-1242666,0,0,0,0,0,999.0,999.0,1406723493.287480,2014/07/30,12:31:33,0.287480
185662,+277,+728748,+38042,-1241002,0,0,0,0,0,999.0,999.0,1406723493.295160,2014/07/30,12:31:33,0.295160
185663,+275,+752982,+68792,-1237476,0,0,0,0,0,999.0,999.0,1406723493.302840,2014/07/30,12:31:33,0.302840
185664,+277,+778302,+97483,-1231699,0,0,0,0,0,999.0,999.0,1406723493.310520,2014/07/30,12:31:33,0.310520
185665,+278,+801062,+127715,-1223092,0,0,0,0,0,999.0,999.0,1406723493.318200,2014/07/30,12:31:33,0.318200
185666,+277,+820979,+158460,-1213036,0,0,0,0,0,999.0,999.0,1406723493.325880,2014/07/30,12:31:33,0.325880
185667,+277,+839497,+185182,-1200907,0,0,0,0,0,999.0,999.0,1406723493.333560,2014/07/30,12:31:33,0.333560
185668,+279,+856733,+215307,-1185927,0,0,0,0,0,999.0,999.0,1406723493.341240,2014/07/30,12:31:33,0.341240
