Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
268800,+278,-1094408,-187885,-301676,0,0,0,0,0,999.0,999.0,1406724131.795000,2014/07/30,12:42:11,0.795000
268801,+274,-625319,-205473,-319168,0,0,0,0,0,999.0,999.0,1406724131.802680,2014/07/30,12:42:11,0.802680
268802,+277,-104077,-214128,-332284,0,0,0,0,0,999.0,999.0,1406724131.810360,2014/07/30,12:42:11,0.810360
268803,+278,+421805,-200814,-344290,0,0,0,0,0,999.0,999.0,1406724131.818040,2014/07/30,12:42:11,0.818040
268804,+276,+910195,-169998,-361897,0,0,0,0,0,999.0,999.0,1406724131.825720,2014/07/30,12:42:11,0.825720
268805,+278,+1321218,-128623,-376219,0,0,0,0,0,999.0,999.0,1406724131.833400,2014/07/30,12:42:11,0.833400
268806,+276,+1619441,-73295,-383837,0,0,0,0,0,999.0,999.0,1406724131.841080,2014/07/30,12:42:11,0.841080
268807,+279,+1782949,-13934,-387646,0,0,0,0,0,999.0,999.0,1406724131.848760,2014/07/30,12:42:11,0.848760
268808,+279,+1794346,+46916,-387421,0,0,0,0,0,999.0,999.0,1406724131.856440,2014/07/30,12:42:11,0.856440
268809,+272,+1651367,+105604,-384377,0,0,0,0,0,999.0,999.0,1406724131.864120,2014/07/30,12:42:11,0.864120
268810,+275,+1371761,+152603,-377191,0,0,0,0,0,999.0,999.0,1406724131.871800,2014/07/30,12:42:11,0.871800
268811,+277,+975128,+187907,-362939,0,0,0,0,0,999.0,999.0,1406724131.879480,2014/07/30,12:42:11,0.879480
268812,+280,+495218,+211495,-345655,0,0,0,0,0,999.0,999.0,1406724131.887160,2014/07/30,12:42:11,0.887160
268813,+275,-27222,+209491,-332880,0,0,0,0,0,999.0,999.0,1406724131.894840,2014/07/30,12:42:11,0.894840
268814,+278,-552774,+197726,-320309,0,0,0,0,0,999.0,999.0,1406724131.902520,2014/07/30,12:42:11,0.902520
268815,+277,-1031443,+166255,-303344,0,0,0,0,0,999.0,999.0,1406724131.910200,2014/07/30,12:42:11,0.910200
268816,+277,-1428377,+119411,-290328,0,0,0,0,0,999.0,999.0,1406724131.917880,2014/07/30,12:42:11,0.917880
268817,+277,-1706000,+65075,-284802,0,0,0,0,0,999.0,999.0,1406724131.925560,2014/07/30,12:42:11,0.925560
268818,+275,-1841034,+4703,-281833,0,0,0,0,0,999.0,999.0,1406724131.933240,2014/07/30,12:42:11,0.933240
268819,+277,-1830714,-58176,-282079,0,0,0,0,0,999.0,999.0,1406724131.940920,2014/07/30,12:42:11,0.940920
268820,+274,-1671964,-110732,-285867,0,0,0,0,0,999.0,999.0,1406724131.948600,2014/07/30,12:42:11,0.948600
268821,+276,-1374055,-162586,-292481,0,0,0,0,0,999.0,999.0,1406724131.956280,2014/07/30,12:42:11,0.956280
268822,+274,-961883,-191840,-307216,0,0,0,0,0,999.0,999.0,1406724131.963960,2014/07/30,12:42:11,0.963960
268823,+277,-473393,-211207,-323579,0,0,0,0,0,999.0,999.0,1406724131.971640,2014/07/30,12:42:11,0.971640
268824,+275,+55035,-212095,-335289,0,0,0,0,0,999.0,999.0,1406724131.979320,2014/07/30,12:42:11,0.979320
268825,+276,+573239,-191775,-349286,0,0,0,0,0,999.0,999.0,1406724131.987000,2014/07/30,12:42:11,0.987000
268826,+278,+1042768,-160058,-366695,0,0,0,0,0,999.0,999.0,1406724131.994680,2014/07/30,12:42:11,0.994680
268827,+277,+1423271,-112356,-379014,0,0,0,0,0,999.0,999.0,1406724132.002360,2014/07/30,12:42:12,0.002360
268828,+274,+1683037,-55462,-385413,0,0,0,0,0,999.0,999.0,1406724132.010040,2014/07/30,12:42:12,0.010040
268829,+275,+1802830,+3412,-387680,0,0,0,0,0,999.0,999.0,1406724132.017720,2014/07/30,12:42:12,0.017720
268830,+272,+1767229,+65930,-387084,0,0,0,0,0,999.0,999.0,1406724132.025400,2014/07/30,12:42:12,0.025400
268831,+277,+1581881,+121464,-382741,0,0,0,0,0,999.0,999.0,1406724132.033080,2014/07/30,12:42:12,0.033080
268832,+273,+1264200,+163752,-373501,0,0,0,0,0,999.0,999.0,1406724132.040760,2014/07/30,12:42:12,0.040760
268833,+279,+838832,+199306,-357737,0,0,0,0,0,999.0,999.0,1406724132.048440,2014/07/30,12:42:12,0.048440
268834,+273,+342157,+210280,-340945,0,0,0,0,0,999.0,999.0,1406724132.056120,2014/07/30,12:42:12,0.056120
268835,+277,-186477,+210358,-329526,0,0,0,0,0,999.0,999.0,1406724132.063800,2014/07/30,12:42:12,0.063800
268836,+277,-702158,+189898,-315376,0,0,0,0,0,999.0,999.0,1406724132.071480,2014/07/30,12:42:12,0.071480
268837,+278,-1160350,+152131,-298139,0,0,0,0,0,999.0,999.0,1406724132.079160,2014/07/30,12:42:12,0.079160
268838,+276,-1524908,+105642,-288429,0,0,0,0,0,999.0,999.0,1406724132.086840,2014/07/30,12:42:12,0.086840
268839,+274,-1762371,+48267,-283100,0,0,0,0,0,999.0,999.0,1406724132.094520,2014/07/30,12:42:12,0.094520
268840,+273,-1852221,-16743,-281390,0,0,0,0,0,999.0,999.0,1406724132.102200,2014/07/30,12:42:12,0.102200
268841,+274,-1799467,-72078,-282965,0,0,0,0,0,999.0,999.0,1406724132.109880,2014/07/30,12:42:12,0.109880
268842,+279,-1596810,-129499,-286816,0,0,0,0,0,999.0,999.0,1406724132.117560,2014/07/30,12:42:12,0.117560
268843,+278,-1261348,-171599,-295986,0,0,0,0,0,999.0,999.0,1406724132.125240,2014/07/30,12:42:12,0.125240
268844,+276,-822415,-199634,-312136,0,0,0,0,0,999.0,999.0,1406724132.132920,2014/07/30,12:42:12,0.132920
268845,+274,-317775,-214653,-327071,0,0,0,0,0,999.0,999.0,1406724132.140600,2014/07/30,12:42:12,0.140600
268846,+277,+212916,-206747,-339066,0,0,0,0,0,999.0,999.0,1406724132.148280,2014/07/30,12:42:12,0.148280
268847,+278,+721082,-184546,-353813,0,0,0,0,0,999.0,999.0,1406724132.155960,2014/07/30,12:42:12,0.155960
268848,+278,+1166442,-148253,-371190,0,0,0,0,0,999.0,999.0,1406724132.163640,2014/07/30,12:42:12,0.163640
268849,+280,+1514826,-95539,-381604,0,0,0,0,0,999.0,999.0,1406724132.171320,2014/07/30,12:42:12,0.171320
268850,+278,+1734548,-38563,-386044,0,0,0,0,0,999.0,999.0,1406724132.179000,2014/07/30,12:42:12,0.179000
268851,+276,+1808553,+21321,-388119,0,0,0,0,0,999.0,999.0,1406724132.186680,2014/07/30,12:42:12,0.186680
268852,+283,+1726805,+84201,-385841,0,0,0,0,0,999.0,999.0,1406724132.194360,2014/07/30,12:42:12,0.194360
268853,+277,+1500465,+132386,-380479,0,0,0,0,0,999.0,999.0,1406724132.202040,2014/07/30,12:42:12,0.202040
268854,+278,+1145976,+177568,-369871,0,0,0,0,0,999.0,999.0,1406724132.209720,2014/07/30,12:42:12,0.209720
268855,+276,+696577,+203483,-351709,0,0,0,0,0,999.0,999.0,1406724132.217400,2014/07/30,12:42:12,0.217400
268856,+276,+186117,+210715,-337548,0,0,0,0,0,999.0,999.0,1406724132.225080,2014/07/30,12:42:12,0.225080
268857,+276,-344192,+206313,-326219,0,0,0,0,0,999.0,999.0,1406724132.232760,2014/07/30,12:42:12,0.232760
268858,+275,-846375,+179838,-309970,0,0,0,0,0,999.0,999.0,1406724132.240440,2014/07/30,12:42:12,0.240440
268859,+278,-1281061,+138578,-294774,0,0,0,0,0,999.0,999.0,1406724132.248120,2014/07/30,12:42:12,0.248120
268860,+277,-1610297,+90091,-286414,0,0,0,0,0,999.0,999.0,1406724132.255800,2014/07/30,12:42:12,0.255800
268861,+279,-1805689,+26662,-282542,0,0,0,0,0,999.0,999.0,1406724132.263480,2014/07/30,12:42:12,0.263480
268862,+277,-1851198,-31032,-281920,0,0,0,0,0,999.0,999.0,1406724132.271160,2014/07/30,12:42:12,0.271160
268863,+276,-1753916,-91421,-283661,0,0,0,0,0,999.0,999.0,1406724132.278840,2014/07/30,12:42:12,0.278840
268864,+274,-1509414,-144211,-289449,0,0,0,0,0,999.0,999.0,1406724132.286520,2014/07/30,12:42:12,0.286520
268865,+279,-1139061,-180382,-300337,0,0,0,0,0,999.0,999.0,1406724132.294200,2014/07/30,12:42:12,0.294200
268866,+278,-677213,-206884,-317371,0,0,0,0,0,999.0,999.0,1406724132.301880,2014/07/30,12:42:12,0.301880
268867,+274,-159475,-213572,-331284,0,0,0,0,0,999.0,999.0,1406724132.309560,2014/07/30,12:42:12,0.309560
268868,+275,+368032,-200826,-342850,0,0,0,0,0,999.0,999.0,1406724132.317240,2014/07/30,12:42:12,0.317240
268869,+276,+862271,-176354,-360017,0,0,0,0,0,999.0,999.0,1406724132.324920,2014/07/30,12:42:12,0.324920
268870,+276,+1283099,-131898,-375256,0,0,0,0,0,999.0,999.0,1406724132.332600,2014/07/30,12:42:12,0.332600
268871,+277,+1594475,-79019,-383129,0,0,0,0,0,999.0,999.0,1406724132.340280,2014/07/30,12:42:12,0.340280
268872,+277,+1772710,-21770,-387450,0,0,0,0,0,999.0,999.0,1406724132.347960,2014/07/30,12:42:12,0.347960
268873,+277,+1800489,+43726,-387687,0,0,0,0,0,999.0,999.0,1406724132.355640,2014/07/30,12:42:12,0.355640
268874,+275,+1673064,+97102,-384749,0,0,0,0,0,999.0,999.0,1406724132.363320,2014/07/30,12:42:12,0.363320
268875,+278,+1406886,+149533,-378365,0,0,0,0,0,999.0,999.0,1406724132.371000,2014/07/30,12:42:12,0.371000
268876,+278,+1020976,+187107,-364661,0,0,0,0,0,999.0,999.0,1406724132.378680,2014/07/30,12:42:12,0.378680
268877,+276,+547783,+206618,-347213,0,0,0,0,0,999.0,999.0,1406724132.386360,2014/07/30,12:42:12,0.386360
268878,+282,+28229,+213516,-334044,0,0,0,0,0,999.0,999.0,1406724132.394040,2014/07/30,12:42:12,0.394040
268879,+279,-499308,+199725,-321739,0,0,0,0,0,999.0,999.0,1406724132.401720,2014/07/30,12:42:12,0.401720
