Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
172800,+276,+481704,-146893,-1419256,0,0,0,0,0,999.0,999.0,1406723394.515000,2014/07/30,12:29:54,0.515000
172801,+272,+514855,-117263,-1432105,0,0,0,0,0,999.0,999.0,1406723394.522680,2014/07/30,12:29:54,0.522680
172802,+277,+547793,-86742,-1440798,0,0,0,0,0,999.0,999.0,1406723394.530360,2014/07/30,12:29:54,0.530360
172803,+277,+579217,-60535,-1447490,0,0,0,0,0,999.0,999.0,1406723394.538040,2014/07/30,12:29:54,0.538040
172804,+276,+609688,-29130,-1451540,0,0,0,0,0,999.0,999.0,1406723394.545720,2014/07/30,12:29:54,0.545720
172805,+277,+638913,+598,-1452690,0,0,0,0,0,999.0,999.0,1406723394.553400,2014/07/30,12:29:54,0.553400
172806,+274,+666757,+27881,-1452691,0,0,0,0,0,999.0,999.0,1406723394.561080,2014/07/30,12:29:54,0.561080
172807,+275,+695620,+60664,-1450210,0,0,0,0,0,999.0,999.0,1406723394.568760,2014/07/30,12:29:54,0.568760
172808,+273,+719964,+87656,-1445127,0,0,0,0,0,999.0,999.0,1406723394.576440,2014/07/30,12:29:54,0.576440
172809,+275,+743359,+117579,-1437960,0,0,0,0,0,999.0,999.0,1406723394.584120,2014/07/30,12:29:54,0.584120
172810,+275,+765946,+148776,-1427035,0,0,0,0,0,999.0,999.0,1406723394.591800,2014/07/30,12:29:54,0.591800
172811,+277,+786799,+174347,-1414622,0,0,0,0,0,999.0,999.0,1406723394.599480,2014/07/30,12:29:54,0.599480
172812,+277,+807580,+206033,-1402105,0,0,0,0,0,999.0,999.0,1406723394.607160,2014/07/30,12:29:54,0.607160
172813,+279,+824543,+234497,-1385444,0,0,0,0,0,999.0,999.0,1406723394.614840,2014/07/30,12:29:54,0.614840
172814,+276,+841404,+259057,-1366259,0,0,0,0,0,999.0,999.0,1406723394.622520,2014/07/30,12:29:54,0.622520
172815,+273,+856980,+292207,-1346573,0,0,0,0,0,999.0,999.0,1406723394.630200,2014/07/30,12:29:54,0.630200
172816,+274,+869210,+315643,-1321064,0,0,0,0,0,999.0,999.0,1406723394.637880,2014/07/30,12:29:54,0.637880
172817,+277,+881373,+343459,-1297282,0,0,0,0,0,999.0,999.0,1406723394.645560,2014/07/30,12:29:54,0.645560
172818,+275,+891946,+371095,-1268144,0,0,0,0,0,999.0,999.0,1406723394.653240,2014/07/30,12:29:54,0.653240
172819,+274,+900549,+393914,-1240526,0,0,0,0,0,999.0,999.0,1406723394.660920,2014/07/30,12:29:54,0.660920
172820,+273,+907057,+421387,-1208979,0,0,0,0,0,999.0,999.0,1406723394.668600,2014/07/30,12:29:54,0.668600
172821,+275,+912771,+444669,-1175191,0,0,0,0,0,999.0,999.0,1406723394.676280,2014/07/30,12:29:54,0.676280
172822,+275,+914953,+467120,-1139195,0,0,0,0,0,999.0,999.0,1406723394.683960,2014/07/30,12:29:54,0.683960
172823,+280,+915046,+492254,-1101350,0,0,0,0,0,999.0,999.0,1406723394.691640,2014/07/30,12:29:54,0.691640
172824,+277,+915099,+511263,-1061892,0,0,0,0,0,999.0,999.0,1406723394.699320,2014/07/30,12:29:54,0.699320
172825,+276,+914341,+532209,-1021552,0,0,0,0,0,999.0,999.0,1406723394.707000,2014/07/30,12:29:54,0.707000
172826,+275,+909236,+555246,-979260,0,0,0,0,0,999.0,999.0,1406723394.714680,2014/07/30,12:29:54,0.714680
172827,+278,+903786,+569160,-936206,0,0,0,0,0,999.0,999.0,1406723394.722360,2014/07/30,12:29:54,0.722360
172828,+277,+895643,+591250,-892480,0,0,0,0,0,999.0,999.0,1406723394.730040,2014/07/30,12:29:54,0.730040
172829,+276,+886245,+605606,-847387,0,0,0,0,0,999.0,999.0,1406723394.737720,2014/07/30,12:29:54,0.737720
172830,+276,+874363,+620196,-800943,0,0,0,0,0,999.0,999.0,1406723394.745400,2014/07/30,12:29:54,0.745400
172831,+274,+862398,+636532,-751766,0,0,0,0,0,999.0,999.0,1406723394.753080,2014/07/30,12:29:54,0.753080
172832,+276,+848198,+648518,-702346,0,0,0,0,0,999.0,999.0,1406723394.760760,2014/07/30,12:29:54,0.760760
172833,+275,+831697,+659463,-650346,0,0,0,0,0,999.0,999.0,1406723394.768440,2014/07/30,12:29:54,0.768440
172834,+278,+814838,+672485,-600882,0,0,0,0,0,999.0,999.0,1406723394.776120,2014/07/30,12:29:54,0.776120
172835,+281,+796298,+678317,-551112,0,0,0,0,0,999.0,999.0,1406723394.783800,2014/07/30,12:29:54,0.783800
172836,+274,+775106,+688558,-499951,0,0,0,0,0,999.0,999.0,1406723394.791480,2014/07/30,12:29:54,0.791480
172837,+274,+752443,+694784,-447159,0,0,0,0,0,999.0,999.0,1406723394.799160,2014/07/30,12:29:54,0.799160
172838,+279,+730438,+697756,-394585,0,0,0,0,0,999.0,999.0,1406723394.806840,2014/07/30,12:29:54,0.806840
172839,+275,+705954,+704734,-340757,0,0,0,0,0,999.0,999.0,1406723394.814520,2014/07/30,12:29:54,0.814520
172840,+278,+679102,+705228,-290302,0,0,0,0,0,999.0,999.0,1406723394.822200,2014/07/30,12:29:54,0.822200
172841,+273,+651162,+704568,-235730,0,0,0,0,0,999.0,999.0,1406723394.829880,2014/07/30,12:29:54,0.829880
172842,+280,+622123,+708251,-181773,0,0,0,0,0,999.0,999.0,1406723394.837560,2014/07/30,12:29:54,0.837560
172843,+280,+592230,+702448,-129387,0,0,0,0,0,999.0,999.0,1406723394.845240,2014/07/30,12:29:54,0.845240
172844,+278,+561276,+700054,-75730,0,0,0,0,0,999.0,999.0,1406723394.852920,2014/07/30,12:29:54,0.852920
172845,+277,+528776,+698044,-22793,0,0,0,0,0,999.0,999.0,1406723394.860600,2014/07/30,12:29:54,0.860600
172846,+279,+495650,+686601,+28120,0,0,0,0,0,999.0,999.0,1406723394.868280,2014/07/30,12:29:54,0.868280
172847,+277,+463227,+684801,+77774,0,0,0,0,0,999.0,999.0,1406723394.875960,2014/07/30,12:29:54,0.875960
172848,+278,+427256,+672005,+130782,0,0,0,0,0,999.0,999.0,1406723394.883640,2014/07/30,12:29:54,0.883640
172849,+280,+390441,+662610,+184622,0,0,0,0,0,999.0,999.0,1406723394.891320,2014/07/30,12:29:54,0.891320
172850,+277,+354460,+654057,+232448,0,0,0,0,0,999.0,999.0,1406723394.899000,2014/07/30,12:29:54,0.899000
172851,+278,+316812,+636705,+279287,0,0,0,0,0,999.0,999.0,1406723394.906680,2014/07/30,12:29:54,0.906680
172852,+276,+279210,+625083,+326126,0,0,0,0,0,999.0,999.0,1406723394.914360,2014/07/30,12:29:54,0.914360
172853,+275,+240588,+611013,+376456,0,0,0,0,0,999.0,999.0,1406723394.922040,2014/07/30,12:29:54,0.922040
172854,+278,+201628,+590230,+421988,0,0,0,0,0,999.0,999.0,1406723394.929720,2014/07/30,12:29:54,0.929720
172855,+273,+161715,+577617,+460505,0,0,0,0,0,999.0,999.0,1406723394.937400,2014/07/30,12:29:54,0.937400
172856,+278,+123117,+555543,+500591,0,0,0,0,0,999.0,999.0,1406723394.945080,2014/07/30,12:29:54,0.945080
172857,+276,+82582,+535080,+538564,0,0,0,0,0,999.0,999.0,1406723394.952760,2014/07/30,12:29:54,0.952760
172858,+274,+43001,+518080,+579572,0,0,0,0,0,999.0,999.0,1406723394.960440,2014/07/30,12:29:54,0.960440
172859,+277,+3600,+491547,+623541,0,0,0,0,0,999.0,999.0,1406723394.968120,2014/07/30,12:29:54,0.968120
172860,+274,-38346,+471979,+660854,0,0,0,0,0,999.0,999.0,1406723394.975800,2014/07/30,12:29:54,0.975800
172861,+277,-79279,+447694,+692525,0,0,0,0,0,999.0,999.0,1406723394.983480,2014/07/30,12:29:54,0.983480
172862,+278,-119110,+421435,+724844,0,0,0,0,0,999.0,999.0,1406723394.991160,2014/07/30,12:29:54,0.991160
172863,+276,-159817,+398417,+755625,0,0,0,0,0,999.0,999.0,1406723394.998840,2014/07/30,12:29:54,0.998840
172864,+276,-198615,+370595,+785182,0,0,0,0,0,999.0,999.0,1406723395.006520,2014/07/30,12:29:55,0.006520
172865,+278,-237700,+343173,+812437,0,0,0,0,0,999.0,999.0,1406723395.014200,2014/07/30,12:29:55,0.014200
172866,+278,-277393,+319359,+835925,0,0,0,0,0,999.0,999.0,1406723395.021880,2014/07/30,12:29:55,0.021880
172867,+275,-316272,+286139,+857324,0,0,0,0,0,999.0,999.0,1406723395.029560,2014/07/30,12:29:55,0.029560
172868,+278,-353234,+261509,+880264,0,0,0,0,0,999.0,999.0,1406723395.037240,2014/07/30,12:29:55,0.037240
172869,+279,-391446,+232231,+897297,0,0,0,0,0,999.0,999.0,1406723395.044920,2014/07/30,12:29:55,0.044920
172870,+276,-426914,+200523,+915702,0,0,0,0,0,999.0,999.0,1406723395.052600,2014/07/30,12:29:55,0.052600
172871,+277,-461352,+173100,+932657,0,0,0,0,0,999.0,999.0,1406723395.060280,2014/07/30,12:29:55,0.060280
172872,+275,-497131,+143091,+943646,0,0,0,0,0,999.0,999.0,1406723395.067960,2014/07/30,12:29:55,0.067960
172873,+277,-530978,+111020,+951136,0,0,0,0,0,999.0,999.0,1406723395.075640,2014/07/30,12:29:55,0.075640
172874,+276,-564683,+83360,+956280,0,0,0,0,0,999.0,999.0,1406723395.083320,2014/07/30,12:29:55,0.083320
172875,+276,-595981,+50565,+961897,0,0,0,0,0,999.0,999.0,1406723395.091000,2014/07/30,12:29:55,0.091000
172876,+277,-627654,+20833,+966223,0,0,0,0,0,999.0,999.0,1406723395.098680,2014/07/30,12:29:55,0.098680
172877,+276,-657084,-7667,+967612,0,0,0,0,0,999.0,999.0,1406723395.106360,2014/07/30,12:29:55,0.106360
172878,+274,-685058,-42658,+966598,0,0,0,0,0,999.0,999.0,1406723395.114040,2014/07/30,12:29:55,0.114040
172879,+274,-712408,-67986,+961704,0,0,0,0,0,999.0,999.0,1406723395.121720,2014/07/30,12:29:55,0.121720
172880,+276,-739050,-100794,+956708,0,0,0,0,0,999.0,999.0,1406723395.129400,2014/07/30,12:29:55,0.129400
172881,+279,-763228,-132041,+951246,0,0,0,0,0,999.0,999.0,1406723395.137080,2014/07/30,12:29:55,0.137080
172882,+274,-786032,-157883,+943822,0,0,0,0,0,999.0,999.0,1406723395.144760,2014/07/30,12:29:55,0.144760
172883,+275,-807583,-190279,+933628,0,0,0,0,0,999.0,999.0,1406723395.152440,2014/07/30,12:29:55,0.152440
172884,+278,-826748,-219281,+916568,0,0,0,0,0,999.0,999.0,1406723395.160120,2014/07/30,12:29:55,0.160120
172885,+271,-845993,-244051,+898345,0,0,0,0,0,999.0,999.0,1406723395.167800,2014/07/30,12:29:55,0.167800
172886,+280,-862902,-277257,+881818,0,0,0,0,0,999.0,999.0,1406723395.175480,2014/07/30,12:29:55,0.175480
172887,+281,-877851,-300326,+858452,0,0,0,0,0,999.0,999.0,1406723395.183160,2014/07/30,12:29:55,0.183160
