Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
198400,+281,+1706044,-3780,-830921,0,0,0,0,0,999.0,999.0,1406723591.123000,2014/07/30,12:33:11,0.123000
198401,+275,+1757778,+58816,-830105,0,0,0,0,0,999.0,999.0,1406723591.130680,2014/07/30,12:33:11,0.130680
198402,+277,+1793889,+117796,-825028,0,0,0,0,0,999.0,999.0,1406723591.138360,2014/07/30,12:33:11,0.138360
198403,+278,+1811575,+178583,-814800,0,0,0,0,0,999.0,999.0,1406723591.146040,2014/07/30,12:33:11,0.146040
198404,+274,+1811907,+237279,-800590,0,0,0,0,0,999.0,999.0,1406723591.153720,2014/07/30,12:33:11,0.153720
198405,+281,+1795170,+291322,-781318,0,0,0,0,0,999.0,999.0,1406723591.161400,2014/07/30,12:33:11,0.161400
198406,+275,+1759978,+347571,-756412,0,0,0,0,0,999.0,999.0,1406723591.169080,2014/07/30,12:33:11,0.169080
198407,+278,+1709051,+395580,-730723,0,0,0,0,0,999.0,999.0,1406723591.176760,2014/07/30,12:33:11,0.176760
198408,+278,+1642020,+443992,-697766,0,0,0,0,0,999.0,999.0,1406723591.184440,2014/07/30,12:33:11,0.184440
198409,+277,+1560664,+486476,-661332,0,0,0,0,0,999.0,999.0,1406723591.192120,2014/07/30,12:33:11,0.192120
198410,+279,+1463939,+523864,-624167,0,0,0,0,0,999.0,999.0,1406723591.199800,2014/07/30,12:33:11,0.199800
198411,+278,+1354203,+558675,-585070,0,0,0,0,0,999.0,999.0,1406723591.207480,2014/07/30,12:33:11,0.207480
198412,+277,+1229022,+587599,-543035,0,0,0,0,0,999.0,999.0,1406723591.215160,2014/07/30,12:33:11,0.215160
198413,+278,+1094301,+608550,-498909,0,0,0,0,0,999.0,999.0,1406723591.222840,2014/07/30,12:33:11,0.222840
198414,+279,+950151,+628792,-451691,0,0,0,0,0,999.0,999.0,1406723591.230520,2014/07/30,12:33:11,0.230520
198415,+276,+794810,+638375,-404552,0,0,0,0,0,999.0,999.0,1406723591.238200,2014/07/30,12:33:11,0.238200
198416,+279,+632530,+645374,-354775,0,0,0,0,0,999.0,999.0,1406723591.245880,2014/07/30,12:33:11,0.245880
198417,+281,+464486,+644698,-308720,0,0,0,0,0,999.0,999.0,1406723591.253560,2014/07/30,12:33:11,0.253560
198418,+276,+291468,+636924,-260207,0,0,0,0,0,999.0,999.0,1406723591.261240,2014/07/30,12:33:11,0.261240
198419,+280,+116904,+626738,-211390,0,0,0,0,0,999.0,999.0,1406723591.268920,2014/07/30,12:33:11,0.268920
198420,+281,-61083,+606289,-163675,0,0,0,0,0,999.0,999.0,1406723591.276600,2014/07/30,12:33:11,0.276600
198421,+277,-239957,+582444,-119146,0,0,0,0,0,999.0,999.0,1406723591.284280,2014/07/30,12:33:11,0.284280
198422,+276,-414207,+553607,-74255,0,0,0,0,0,999.0,999.0,1406723591.291960,2014/07/30,12:33:11,0.291960
198423,+278,-587097,+517856,-32135,0,0,0,0,0,999.0,999.0,1406723591.299640,2014/07/30,12:33:11,0.299640
198424,+280,-752866,+476849,+3815,0,0,0,0,0,999.0,999.0,1406723591.307320,2014/07/30,12:33:11,0.307320
198425,+277,-910467,+434543,+37741,0,0,0,0,0,999.0,999.0,1406723591.315000,2014/07/30,12:33:11,0.315000
198426,+272,-1062666,+382889,+70611,0,0,0,0,0,999.0,999.0,1406723591.322680,2014/07/30,12:33:11,0.322680
198427,+276,-1204388,+333148,+94795,0,0,0,0,0,999.0,999.0,1406723591.330360,2014/07/30,12:33:11,0.330360
