Pt#,SM-3 Z,FuncGen,Current,Laser,D0,D1,D2,D3,PwrH,DegC,DegF,Seconds,Date(YMD),Time(HMS),FracSec
44800,+279,-160115,+240297,-2185162,0,0,0,0,0,999.0,999.0,1406722411.474999,2014/07/30,12:13:31,0.474999
44801,+273,-154346,+240688,-2167296,0,0,0,0,0,999.0,999.0,1406722411.482679,2014/07/30,12:13:31,0.482679
44802,+274,-148186,+242198,-2146542,0,0,0,0,0,999.0,999.0,1406722411.490359,2014/07/30,12:13:31,0.490359
44803,+280,-143138,+241990,-2127225,0,0,0,0,0,999.0,999.0,1406722411.498039,2014/07/30,12:13:31,0.498039
44804,+277,-138268,+243786,-2108636,0,0,0,0,0,999.0,999.0,1406722411.505719,2014/07/30,12:13:31,0.505719
44805,+277,-134071,+244408,-2088182,0,0,0,0,0,999.0,999.0,1406722411.513399,2014/07/30,12:13:31,0.513399
44806,+274,-131089,+244554,-2069238,0,0,0,0,0,999.0,999.0,1406722411.521079,2014/07/30,12:13:31,0.521079
44807,+275,-123120,+245773,-2048483,0,0,0,0,0,999.0,999.0,1406722411.528759,2014/07/30,12:13:31,0.528759
44808,+276,-117496,+247201,-2028577,0,0,0,0,0,999.0,999.0,1406722411.536439,2014/07/30,12:13:31,0.536439
44809,+279,-112304,+246031,-2008069,0,0,0,0,0,999.0,999.0,1406722411.544119,2014/07/30,12:13:31,0.544119
44810,+278,-107743,+249194,-1987909,0,0,0,0,0,999.0,999.0,1406722411.551799,2014/07/30,12:13:31,0.551799
44811,+276,-99695,+247857,-1968703,0,0,0,0,0,999.0,999.0,1406722411.559479,2014/07/30,12:13:31,0.559479
44812,+273,-96518,+250389,-1948838,0,0,0,0,0,999.0,999.0,1406722411.567159,2014/07/30,12:13:31,0.567159
44813,+279,-91632,+250246,-1929324,0,0,0,0,0,999.0,999.0,1406722411.574839,2014/07/30,12:13:31,0.574839
44814,+274,-85662,+250660,-1907899,0,0,0,0,0,999.0,999.0,1406722411.582519,2014/07/30,12:13:31,0.582519
44815,+279,-78875,+252424,-1888628,0,0,0,0,0,999.0,999.0,1406722411.590199,2014/07/30,12:13:31,0.590199
44816,+277,-73738,+253042,-1867539,0,0,0,0,0,999.0,999.0,1406722411.597879,2014/07/30,12:13:31,0.597879
44817,+277,-68623,+252756,-1846329,0,0,0,0,0,999.0,999.0,1406722411.605559,2014/07/30,12:13:31,0.605559
44818,+274,-64054,+255374,-1826751,0,0,0,0,0,999.0,999.0,1406722411.613239,2014/07/30,12:13:31,0.613239
44819,+274,-60796,+254537,-1805149,0,0,0,0,0,999.0,999.0,1406722411.620919,2014/07/30,12:13:31,0.620919
44820,+275,-52532,+255411,-1786403,0,0,0,0,0,999.0,999.0,1406722411.628599,2014/07/30,12:13:31,0.628599
44821,+277,-46538,+257617,-1764529,0,0,0,0,0,999.0,999.0,1406722411.636279,2014/07/30,12:13:31,0.636279
44822,+277,-41045,+256066,-1745704,0,0,0,0,0,999.0,999.0,1406722411.643959,2014/07/30,12:13:31,0.643959
44823,+277,-36286,+259199,-1724964,0,0,0,0,0,999.0,999.0,1406722411.651639,2014/07/30,12:13:31,0.651639
44824,+274,-27665,+258726,-1703760,0,0,0,0,0,999.0,999.0,1406722411.659319,2014/07/30,12:13:31,0.659319
44825,+277,-18364,+259268,-1684806,0,0,0,0,0,999.0,999.0,1406722411.666999,2014/07/30,12:13:31,0.666999
44826,+279,-14053,+262097,-1661835,0,0,0,0,0,999.0,999.0,1406722411.674679,2014/07/30,12:13:31,0.674679
44827,+280,-12917,+260945,-1643324,0,0,0,0,0,999.0,999.0,1406722411.682359,2014/07/30,12:13:31,0.682359
44828,+274,-6816,+262617,-1619641,0,0,0,0,0,999.0,999.0,1406722411.690039,2014/07/30,12:13:31,0.690039
